"Inicio del informe","Fin del informe","Nombre de la campaña","Hora del día (zona horaria de la cuenta publicitaria)",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,7.42,0,0,145,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,16.86,0,0,185,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,13.39,0,0,156,1,,,,0,13.39,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,7.96,0,0,84,1,,,,0,7.96,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,2.1,0,0,31,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,1.46,0,0,10,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.29,0,0,22,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.17,0,0,28,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,1.98,0,0,32,1,,,,0,1.98,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,4.59,0,0,75,,,,,0,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,18.31,0,0,133,1,,,,0,18.31,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,30.45,0,0,256,4,1,actions:onsite_conversion.lead_grouped,30.45,0,7.6125,1,1,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,25.7,0,0,246,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,19.31,0,0,222,6,1,actions:onsite_conversion.lead_grouped,19.31,0,3.21833333,1,1,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,22.18,0,0,170,1,,,,0,22.18,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,19.16,0,0,153,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,23.35,0,0,212,1,,,,0,23.35,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,15.77,0,0,218,1,,,,0,15.77,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,20.33,0,0,234,1,,,,0,20.33,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,11.33,0,0,122,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,18.31,0,0,130,5,1,actions:onsite_conversion.lead_grouped,18.31,0,3.662,1,1,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,11.88,0,0,137,2,,,,0,5.94,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,12.95,0,0,144,1,,,,0,12.95,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,10.22,0,0,99,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,15.48,0,0,109,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,11.54,0,0,106,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,7.83,0,0,88,2,,,,0,3.915,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,7.04,0,0,48,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,8.93,0,0,32,1,1,actions:onsite_conversion.lead_grouped,8.93,0,8.93,1,1,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.85,0,0,15,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,0.97,0,0,8,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.63,0,0,17,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,3.14,0,0,30,,,,,0,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,9.2,0,0,83,2,1,actions:onsite_conversion.lead_grouped,9.2,0,4.6,1,1,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,20.3,0,0,149,1,,,,0,20.3,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,18.77,0,0,215,3,,,,0,6.25666667,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,24.29,0,0,224,2,2,actions:onsite_conversion.lead_grouped,12.145,0,12.145,2,2,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,19.24,0,0,243,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,19.32,0,0,219,6,1,actions:onsite_conversion.lead_grouped,19.32,0,3.22,1,1,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,23.82,0,0,266,3,2,actions:onsite_conversion.lead_grouped,11.91,0,7.94,2,2,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,16.07,0,0,355,2,,,,0,8.035,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,22.32,0,0,267,2,1,actions:onsite_conversion.lead_grouped,22.32,0,11.16,1,1,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,19.21,0,0,384,6,,,,0,3.20166667,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,20.13,0,0,457,2,,,,0,10.065,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,18.67,0,0,262,3,,,,0,6.22333333,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,17,0,0,273,1,,,,0,17,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,12.42,0,0,294,1,,,,0,12.42,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,18.39,0,0,227,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,12.68,0,0,171,1,,,,0,12.68,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,9.25,0,0,148,3,,,,0,3.08333333,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,7.69,0,0,111,1,,,,0,7.69,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,9.1,0,0,89,2,1,actions:onsite_conversion.lead_grouped,9.1,0,4.55,1,1,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,1.1,0,0,22,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,1.06,0,0,16,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,1.49,0,0,17,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.52,0,0,28,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,4.42,0,0,56,3,,,,0,1.47333333,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,9.07,0,0,136,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,7.63,0,0,142,1,,,,0,7.63,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,19.7,0,0,396,4,2,actions:onsite_conversion.lead_grouped,9.85,0,4.925,2,2,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,19.22,0,0,286,1,,,,0,19.22,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,22.19,0,0,336,5,1,actions:onsite_conversion.lead_grouped,22.19,0,4.438,1,1,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,16.24,0,0,301,6,,,,0,2.70666667,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,13.14,0,0,180,2,,,,0,6.57,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,22.41,0,0,209,,,,,0,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,15.29,0,0,246,1,,,,0,15.29,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,17.35,0,0,229,3,,,,0,5.78333333,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,12.68,0,0,258,1,,,,0,12.68,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,14.52,0,0,230,,,,,0,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,15.84,0,0,267,1,,,,0,15.84,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,18.21,0,0,293,5,1,actions:onsite_conversion.lead_grouped,18.21,0,3.642,1,1,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,15.8,0,0,217,1,,,,0,15.8,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,13.05,0,0,153,3,,,,0,4.35,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,16.94,0,0,188,3,1,actions:onsite_conversion.lead_grouped,16.94,0,5.64666667,1,1,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,11.88,0,0,138,2,1,actions:onsite_conversion.lead_grouped,11.88,0,5.94,1,1,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,6.77,0,0,80,1,,,,0,6.77,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,1.24,0,0,26,1,,,,0,1.24,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.39,0,0,17,,,,,0,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,2.23,0,0,28,,,,,0,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,1.9,0,0,36,,,,,0,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,2.45,0,0,65,1,,,,0,2.45,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,7.54,0,0,112,2,,,,0,3.77,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,20.33,0,0,170,1,,,,0,20.33,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,9.39,0,0,140,3,,,,0,3.13,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,15.69,0,0,186,2,1,actions:onsite_conversion.lead_grouped,15.69,0,7.845,1,1,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,25.37,0,0,257,6,1,actions:onsite_conversion.lead_grouped,25.37,0,4.22833333,1,1,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,12.88,0,0,173,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,22.11,0,0,216,1,,,,0,22.11,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,13.94,0,0,212,4,,,,0,3.485,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,22.84,0,0,203,3,1,actions:onsite_conversion.lead_grouped,22.84,0,7.61333333,1,1,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,19.63,0,0,236,1,,,,0,19.63,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,15.88,0,0,163,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,18.7,0,0,209,1,1,actions:onsite_conversion.lead_grouped,18.7,0,18.7,1,1,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,13.83,0,0,155,2,2,actions:onsite_conversion.lead_grouped,6.915,0,6.915,2,2,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,18.09,0,0,116,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,13.85,0,0,116,2,,,,0,6.925,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,18.08,0,0,152,4,2,actions:onsite_conversion.lead_grouped,9.04,0,4.52,2,2,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,14.54,0,0,125,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,19.54,0,0,137,1,,,,0,19.54,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,7.14,0,0,70,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,7.63,0,0,41,1,,,,0,7.63,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,1.41,0,0,15,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,0.48,0,0,16,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,5.77,0,0,40,1,,,,0,5.77,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,9.72,0,0,69,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,5.47,0,0,81,,,,,0,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,12.28,0,0,131,2,,,,0,6.14,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,23.07,0,0,247,2,1,actions:onsite_conversion.lead_grouped,23.07,0,11.535,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,24.67,0,0,247,4,1,actions:onsite_conversion.lead_grouped,24.67,0,6.1675,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,22.16,0,0,231,5,1,actions:onsite_conversion.lead_grouped,22.16,0,4.432,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,21.91,0,0,217,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,18.1,0,0,258,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,20.28,0,0,270,2,1,actions:onsite_conversion.lead_grouped,20.28,0,10.14,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"17:00:00 - 17:59:59",2020-05-01,2020-05-31,17.94,0,0,269,4,,,,0,4.485,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"16:00:00 - 16:59:59",2020-05-01,2020-05-31,13.87,0,0,167,1,,,,0,13.87,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"15:00:00 - 15:59:59",2020-05-01,2020-05-31,11.04,0,0,131,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"14:00:00 - 14:59:59",2020-05-01,2020-05-31,15.31,0,0,142,1,1,actions:onsite_conversion.lead_grouped,15.31,0,15.31,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"13:00:00 - 13:59:59",2020-05-01,2020-05-31,8.4,0,0,162,2,,,,0,4.2,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"12:00:00 - 12:59:59",2020-05-01,2020-05-31,16.43,0,0,157,3,1,actions:onsite_conversion.lead_grouped,16.43,0,5.47666667,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"11:00:00 - 11:59:59",2020-05-01,2020-05-31,12.9,0,0,162,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"10:00:00 - 10:59:59",2020-05-01,2020-05-31,11.88,0,0,162,3,,,,0,3.96,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"09:00:00 - 09:59:59",2020-05-01,2020-05-31,9.21,0,0,163,1,1,actions:onsite_conversion.lead_grouped,9.21,0,9.21,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"08:00:00 - 08:59:59",2020-05-01,2020-05-31,10.59,0,0,143,1,1,actions:onsite_conversion.lead_grouped,10.59,0,10.59,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"07:00:00 - 07:59:59",2020-05-01,2020-05-31,3.47,0,0,66,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"06:00:00 - 06:59:59",2020-05-01,2020-05-31,1.4,0,0,20,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"05:00:00 - 05:59:59",2020-05-01,2020-05-31,0.84,0,0,15,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"04:00:00 - 04:59:59",2020-05-01,2020-05-31,7.77,0,0,19,1,1,actions:onsite_conversion.lead_grouped,7.77,0,7.77,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"03:00:00 - 03:59:59",2020-05-01,2020-05-31,3.03,0,0,24,1,,,,0,3.03,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"02:00:00 - 02:59:59",2020-05-01,2020-05-31,2.98,0,0,58,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"01:00:00 - 01:59:59",2020-05-01,2020-05-31,6.69,0,0,115,3,,,,0,2.23,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,"00:00:00 - 00:59:59",2020-05-01,2020-05-31,30.2,0,0,328,3,,,,0,10.06666667,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"23:00:00 - 23:59:59",2020-05-01,2020-05-31,17.56,0,0,279,2,1,actions:onsite_conversion.lead_grouped,17.56,0,8.78,1,1,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"22:00:00 - 22:59:59",2020-05-01,2020-05-31,30.72,0,0,363,2,,,,0,15.36,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"21:00:00 - 21:59:59",2020-05-01,2020-05-31,27.52,0,0,380,2,,,,0,13.76,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"20:00:00 - 20:59:59",2020-05-01,2020-05-31,23.71,0,0,393,4,,,,0,5.9275,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"19:00:00 - 19:59:59",2020-05-01,2020-05-31,14.94,0,0,297,,,,,0,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,"18:00:00 - 18:59:59",2020-05-01,2020-05-31,11.94,0,0,247,3,,,,0,3.98,,,,,
