,cliente,cliente_nomenclatura,marca,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma_x,plataforma_abreviacion,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,dias_totales_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio,fin,dias_actividad_reporte,inversión_planeada,inversión_mp,inversión_diaria,divisa,dinero_gastado,impresiones,clics,ctr,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,roas
0,GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_FB,2003_gicsa_explanadaculiacan_pi_mkt_FB_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Facebook / Instagram,FB,2020-03-01 00:00:00,2020-03-31 00:00:00,2020-03-05 00:00:00,2020-03-31 00:00:00,0,25.0,1720.0,0.0,43000.0,43000.0,43000.0,43000.0,0.0,25.0,,2020-03-01 00:00:00,2020-03-08 00:00:00,2020-03-05 00:00:00,2020-03-08 00:00:00,4.0,0,0,0,MXN,3282.69,63983.0,509.0,0,0.0,0.0,2003_gicsa_explanadaculiacan_pi_mkt_FB_2020-03-01,0.0,0.0,0.0,0.0,0,0,0
1,GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_FB,2003_gicsa_explanadaculiacan_pi_mkt_FB_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Facebook / Instagram,FB,2020-03-01 00:00:00,2020-03-31 00:00:00,2020-03-05 00:00:00,2020-03-31 00:00:00,0,25.0,1720.0,0.0,43000.0,43000.0,43000.0,43000.0,0.0,25.0,,2020-03-17 00:00:00,2020-03-24 00:00:00,2020-03-17 00:00:00,2020-03-24 00:00:00,8.0,0,0,0,MXN,4856.03,56577.0,299.0,0,0.0,0.0,2003_gicsa_explanadaculiacan_pi_mkt_FB_2020-03-17,0.0,0.0,0.0,0.0,0,0,0
2,GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_FB,2003_gicsa_explanadaculiacan_pi_mkt_FB_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Facebook / Instagram,FB,2020-03-01 00:00:00,2020-03-31 00:00:00,2020-03-05 00:00:00,2020-03-31 00:00:00,0,25.0,1720.0,0.0,43000.0,43000.0,43000.0,43000.0,0.0,25.0,,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-09 00:00:00,2020-03-16 00:00:00,8.0,0,0,0,MXN,5319.49,58209.0,279.0,0,0.0,0.0,2003_gicsa_explanadaculiacan_pi_mkt_FB_2020-03-09,0.0,0.0,0.0,0.0,0,0,0
3,GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_SEM,2003_gicsa_explanadaculiacan_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Google Search,SEM,2020-03-01 00:00:00,2020-03-31 00:00:00,2020-03-06 00:00:00,2020-03-31 00:00:00,0,12.0,1792.0,0.0,21500.0,21500.0,21500.0,21500.0,0.0,12.0,,2020-03-17 00:00:00,2020-03-24 00:00:00,2020-03-17 00:00:00,2020-03-24 00:00:00,8.0,0,0,0,MXN,181.57,522.0,5.0,0,0.0,0.0,2003_gicsa_explanadaculiacan_pi_mkt_SEM_2020-03-17,0.0,0.0,0.0,0.0,0,0,0
4,GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_SEM,2003_gicsa_explanadaculiacan_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Google Search,SEM,2020-03-01 00:00:00,2020-03-31 00:00:00,2020-03-06 00:00:00,2020-03-31 00:00:00,0,12.0,1792.0,0.0,21500.0,21500.0,21500.0,21500.0,0.0,12.0,,2020-03-01 00:00:00,2020-03-08 00:00:00,2020-03-06 00:00:00,2020-03-08 00:00:00,3.0,0,0,0,MXN,37.3,15.0,5.0,0,0.0,0.0,2003_gicsa_explanadaculiacan_pi_mkt_SEM_2020-03-01,0.0,0.0,0.0,0.0,0,0,0
5,GICSA,gicsa,Explanada Pachuca,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-17 00:00:00,2020-02-24 00:00:00,2020-02-17 00:00:00,2020-02-24 00:00:00,8.0,0,0,0,MXN,3570.48,19991.0,2174.0,0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-17,0.0,0.0,0.0,0.0,0,0,0
6,GICSA,gicsa,Explanada Pachuca,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-02-08 00:00:00,8.0,0,0,0,MXN,3843.38,20402.0,2977.0,0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-01,0.0,0.0,0.0,0.0,0,0,0
7,GICSA,gicsa,Explanada Pachuca,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-25 00:00:00,2020-02-29 00:00:00,5.0,0,0,0,MXN,2267.78,12143.0,1352.0,0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-25,0.0,0.0,0.0,0.0,0,0,0
8,GICSA,gicsa,Explanada Pachuca,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-16 00:00:00,8.0,0,0,0,MXN,3815.96,18832.0,2773.0,0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-09,0.0,0.0,0.0,0.0,0,0,0
9,GICSA,gicsa,Explanda Pachuca ,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-17 00:00:00,2020-02-24 00:00:00,2020-02-17 00:00:00,2020-02-24 00:00:00,8.0,0,0,0,MXN,3570.48,19991.0,2174.0,0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-17,0.0,0.0,0.0,0.0,0,0,0
10,GICSA,gicsa,Explanda Pachuca ,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-02-08 00:00:00,8.0,0,0,0,MXN,3843.38,20402.0,2977.0,0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-01,0.0,0.0,0.0,0.0,0,0,0
11,GICSA,gicsa,Explanda Pachuca ,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-25 00:00:00,2020-02-29 00:00:00,5.0,0,0,0,MXN,2267.78,12143.0,1352.0,0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-25,0.0,0.0,0.0,0.0,0,0,0
12,GICSA,gicsa,Explanda Pachuca ,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-16 00:00:00,8.0,0,0,0,MXN,3815.96,18832.0,2773.0,0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-09,0.0,0.0,0.0,0.0,0,0,0
16,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 00:00:00,2020-01-31 00:00:00,2020-01-02 00:00:00,2020-02-01 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-02 00:00:00,2020-01-08 00:00:00,7.0,0,0,0,MXN,6351.499999999999,1738291.0,2788.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-01-01,0.0,0.0,0.0,0.0,0,0,0
17,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 00:00:00,2020-01-31 00:00:00,2020-01-03 00:00:00,2020-02-01 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-24 00:00:00,8.0,0,0,0,MXN,9298.579999999998,2242348.0,2984.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-01-17,0.0,0.0,0.0,0.0,0,0,0
18,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 00:00:00,2020-01-31 00:00:00,2020-01-03 00:00:00,2020-02-01 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-09 00:00:00,2020-01-16 00:00:00,8.0,0,0,0,MXN,9706.859999999999,2471747.0,3560.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-01-09,0.0,0.0,0.0,0.0,0,0,0
19,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 00:00:00,2020-01-31 00:00:00,2020-01-03 00:00:00,2020-02-02 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2020-01-31 00:00:00,7.0,0,0,0,MXN,8651.060000000001,1766366.0,2647.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-01-25,0.0,0.0,0.0,0.0,0,0,0
20,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 00:00:00,2020-01-31 00:00:00,2020-01-28 00:00:00,2020-02-02 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-02-02 00:00:00,2.0,0,0,0,MXN,346.24,32112.0,17.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-02-01,0.0,0.0,0.0,0.0,0,0,0
23,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_SEM,2001_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,SEM,2020-01-01 00:00:00,2020-01-31 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-24 00:00:00,8.0,0,0,0,MXN,2323.69,40420.0,2738.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_SEM_2020-01-17,0.0,0.0,0.0,0.0,0,0,0
24,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_SEM,2001_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,SEM,2020-01-01 00:00:00,2020-01-31 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-01-01 00:00:00,2020-01-08 00:00:00,2020-01-01 00:00:00,2020-01-08 00:00:00,8.0,0,0,0,MXN,1729.54,32243.0,2531.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_SEM_2020-01-01,0.0,0.0,0.0,0.0,0,0,0
25,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_SEM,2001_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,SEM,2020-01-01 00:00:00,2020-01-31 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-01-25 00:00:00,2020-01-31 00:00:00,2020-01-25 00:00:00,2020-01-31 00:00:00,7.0,0,0,0,MXN,1973.36,42246.0,2487.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_SEM_2020-01-25,0.0,0.0,0.0,0.0,0,0,0
26,GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_SEM,2001_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,SEM,2020-01-01 00:00:00,2020-01-31 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-09 00:00:00,2020-01-16 00:00:00,8.0,0,0,0,MXN,2557.41,44382.0,2810.0,0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_SEM_2020-01-09,0.0,0.0,0.0,0.0,0,0,0
27,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 00:00:00,2020-02-28 00:00:00,2020-02-01 00:00:00,2020-02-29 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-02-17 00:00:00,2020-02-24 00:00:00,2020-02-17 00:00:00,2020-02-24 00:00:00,8.0,0,0,0,MXN,8315.12,1602426.0,1348.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-02-17,0.0,0.0,0.0,0.0,0,0,0
28,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 00:00:00,2020-02-28 00:00:00,2020-02-01 00:00:00,2020-03-05 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-25 00:00:00,2020-02-29 00:00:00,5.0,0,0,0,MXN,5638.83,874410.0,859.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-02-25,0.0,0.0,0.0,0.0,0,0,0
29,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 00:00:00,2020-02-28 00:00:00,2020-02-01 00:00:00,2020-02-29 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-02-08 00:00:00,8.0,0,0,0,MXN,9039.390000000001,2033816.0,2363.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-02-01,0.0,0.0,0.0,0.0,0,0,0
30,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 00:00:00,2020-02-28 00:00:00,2020-02-01 00:00:00,2020-02-29 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-16 00:00:00,8.0,0,0,0,MXN,9640.68,1742777.0,1694.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-02-09,0.0,0.0,0.0,0.0,0,0,0
31,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 00:00:00,2020-02-28 00:00:00,2020-02-27 00:00:00,2020-03-05 00:00:00,0,3.8333333333333335,6500.0,0.0,25800.0,25800.0,25800.0,25800.0,0.0,3.8333333333333335,,2020-03-01 00:00:00,2020-03-08 00:00:00,2020-03-01 00:00:00,2020-03-05 00:00:00,5.0,0,0,0,MXN,798.31,108498.0,220.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-03-01,0.0,0.0,0.0,0.0,0,0,0
34,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-17 00:00:00,2020-02-24 00:00:00,2020-02-17 00:00:00,2020-02-24 00:00:00,8.0,0,0,0,MXN,2376.96,52134.0,2567.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-17,0.0,0.0,0.0,0.0,0,0,0
35,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-02-08 00:00:00,8.0,0,0,0,MXN,2574.84,53564.0,3012.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-01,0.0,0.0,0.0,0.0,0,0,0
36,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-25 00:00:00,2020-02-29 00:00:00,5.0,0,0,0,MXN,1530.37,31078.0,1522.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-25,0.0,0.0,0.0,0.0,0,0,0
37,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-16 00:00:00,8.0,0,0,0,MXN,2516.2,47767.0,2870.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-09,0.0,0.0,0.0,0.0,0,0,0
38,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-17 00:00:00,2020-02-24 00:00:00,2020-02-17 00:00:00,2020-02-24 00:00:00,8.0,0,0,0,MXN,2376.96,52134.0,2567.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-17,0.0,0.0,0.0,0.0,0,0,0
39,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-01 00:00:00,2020-02-08 00:00:00,8.0,0,0,0,MXN,2574.84,53564.0,3012.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-01,0.0,0.0,0.0,0.0,0,0,0
40,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-25 00:00:00,2020-02-29 00:00:00,2020-02-25 00:00:00,2020-02-29 00:00:00,5.0,0,0,0,MXN,1530.37,31078.0,1522.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-25,0.0,0.0,0.0,0.0,0,0,0
41,GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 00:00:00,2020-02-28 00:00:00,2019-09-06 00:00:00,2020-03-31 00:00:00,0,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-16 00:00:00,8.0,0,0,0,MXN,2516.2,47767.0,2870.0,0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-09,0.0,0.0,0.0,0.0,0,0,0
