,"cliente","Año-Mes","plataforma_abreviacion","inicio_reporte","fin_reporte","tipo_conversion","fuente_medio","Nombre_Campaña","llave_analytcis","conversiones","revenue","archivo"
14,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_20al22DIC_FB",,6,4678.46,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
15,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_23al26DIC_FB",,3,2061.3,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
16,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_23al26DIC_FB",,2,1151.25,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
17,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_23al26DIC_FB",,9,6744.41,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
18,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_27al29DIC_FB",,1,317.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
19,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_27al29DIC_FB",,1,299,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
20,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_27al29DIC_FB",,3,2334.26,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
21,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_DIC_FIN13-15_FB",,6,3402.3,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
22,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_DIC_FIN13-15_FB",,5,5477,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
23,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_ecomm_dic_ao_fb","1912_PETCO_ECOMM_DIC_AO_9-12_FB",,3,1341,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
24,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_ecomm_dic_ao_fb","1912_PETCO_ECOMM_DIC_AO_9-12_FB",,2,1350.6,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
25,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_ecomm_dic_ao_fb","1912_PETCO_ECOMM_DIC_AO_FB",,8,9202.1,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
26,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 1912_petco_ecomm_dic_ao_fb","1912_PETCO_ECOMM_DIC_AO_FB",,1,471.68,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
0,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_ecomm_dic_ao_fb","1912_PETCO_ECOMM_DIC_AO_FB",,1,920,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
0,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_ecomm_dic_ao_fb","1912_PETCO_ECOMM_DIC_AO_In16-19_FB",,3,3225.3,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
1,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_ecomm_dic_ao_fb","1912_PETCO_ECOMM_DIC_AO_In16-19_FB",,4,4173.46,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
2,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_fulltrust_dic_ao_fb","1912_PETCO_FULLTRUST_DIC_AO_FB",,1,362.3,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
3,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 1912_petco_fulltrust_dic_ao_fb","1912_PETCO_FULLTRUST_DIC_AO_FB",,1,414,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
0,"Petco","2001_Enero","SEM","2020-01-01","2020-01-08","Asistida","adsocialsem / 1912_petco_fulltrust_dic_ao_sem","1912_PETCO_FULLTRUST_DIC_AO_SEM",,2,1122.25,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
1,"Petco","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocialsem / 1912_petco_fulltrust_dic_ao_sem","1912_PETCO_FULLTRUST_DIC_AO_SEM",,2,2464,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
2,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_hills_dic_ao_fb","1912_PETCO_HILLS_DIC_AO_3x2Latas_14-15Dic_FB",,2,1194.26,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
3,"Petco","2001_Enero","SEM","2020-01-01","2020-01-08","Asistida","adsocialsem / 1912_petco_hills_dic_ao_sem","1912_PETCO_HILLS_DIC_AO_SEM",,17,11846.34,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
4,"Petco","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocialsem / 1912_petco_hills_dic_ao_sem","1912_PETCO_HILLS_DIC_AO_SEM",,6,9464.48,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
5,"Petco","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocialsem / 1912_petco_hills_dic_ao_sem","1912_PETCO_HILLS_DIC_AO_SEM",,16,15829.95,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
6,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_royalcanin_dic_ao_fb","1912_PETCO_ROYALCANIN_DIC_AO_FB",,1,467.8,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
7,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_royalcanin_dic_ao_fb","1912_PETCO_ROYALCANIN_DIC_AO_FB",,1,1140,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
8,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_trafico_dic_rmt_fb","1912_PETCO_TRAFICO_DIC_RMT_FB",,6,3211.6,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
9,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 1912_petco_trafico_dic_rmt_fb","1912_PETCO_TRAFICO_DIC_RMT_FB",,3,2571.1,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
10,"Petco","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_petco_trafico_dic_rmt_fb","1912_PETCO_TRAFICO_DIC_RMT_FB",,4,2694.15,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics All Web Site Data Conversiones asistidas 20200109-20200116.csv"
11,"Petco","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 1912_petco_trafico_dic_rmt_fb","1912_PETCO_TRAFICO_DIC_RMT_FB",,1,689.1,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics All Web Site Data Conversiones asistidas 20200125-20200131.csv"
12,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocial_fb / 1912_ppf_od_acer_venta_especial_fb","1912_PPF_OD_ACER_VENTA_ESPECIAL_FB",,3,3039.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
13,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocial_fb / 1912_ppf_od_acer_venta_especial_fb","1912_PPF_OD_ACER_VENTA_ESPECIAL_FB",,1,1099,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
14,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocial_fb / 1912_ppf_od_maped_fb","1912_PPF_OD_MAPED_FB",,1,1238,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
15,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Directa","adsocial_fb / 1912_ppf_od_maped_fb","1912_PPF_OD_MAPED_FB",,1,1724.104644,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200101-20200108.xlsx"
16,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocial_fb / 1912_ppf_od_maped_fb","1912_PPF_OD_MAPED_FB",,1,99,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
17,"RadioShack","2002_Febrero","FB","2020-02-17","2020-02-24","Directa","adsocialfb / 1912_rs_ecom_ao_fb","1912_RS_ECOM_AO_MEJORFINCITIBANAMEX_26AL31_FB",,1,987,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200217-20200224.xlsx"
18,"RadioShack","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_rs_mkt_ao_fb","1912_RS_MKT_AO_1al31_FB",,2,4928,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200101-20200108.csv"
19,"RadioShack","2001_Enero","FB","2020-01-17","2020-01-24","Directa","adsocialfb / 1912_rs_mkt_tecnoventacadena2_fb","1912_RS_MKT_TECNOVENTACADENA2_13AL15_FB",,1,699,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200117-20200124.xlsx"
0,"RadioShack","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_rs_ppf_tplink_fb","1912_RS_PPF_TPLINK_16AL31_FB",,1,1709,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200101-20200108.csv"
1,"The Home Store","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_ths_ecom_ao_fb","1912_THS_ECOM_AO_DICIEMBREONLINE_16AL24_FB",,1,649.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.thehomestore.com.mx Conversiones asistidas 20200109-20200116.csv"
2,"The Home Store","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_ths_ecom_rebajas_fb","1912_THS_ECOM_REBAJAS_25AL31_FB",,1,539.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.thehomestore.com.mx Conversiones asistidas 20200101-20200108.csv"
3,"The Home Store","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_ths_ecom_rebajas_fb","1912_THS_ECOM_REBAJAS_25AL31_FB",,1,699.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.thehomestore.com.mx Conversiones asistidas 20200109-20200116.csv"
4,"The Home Store","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 1912_ths_ecom_rebajas_fb","1912_THS_ECOM_REBAJAS_25AL31_FB",,1,481.6,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.thehomestore.com.mx Conversiones asistidas 20200125-20200131.csv"
5,"The Home Store","2001_Enero","FB","2020-01-01","2020-01-08","Directa","adsocialfb / 1912_ths_ecom_rebajas_fb","1912_THS_ECOM_REBAJAS_25AL31_FB",,1,539.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.thehomestore.com.mx Todo el tráfico 20200101-20200108.xlsx"
6,"Office Depot","2001_Enero","DSP","2020-01-25","2020-01-31","Directa","adsocial_herolense / 2001_dt_mkt_dsp","2001_DT_MKT_DSP",,2,3363.497229,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
7,"Office Depot","2002_Febrero","DSP","2020-02-17","2020-02-24","Asistida","adsocial_herolense / 2001_dt_mkt_dsp","2001_DT_MKT_DSP",,1,2239.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
8,"Office Depot","2002_Febrero","DSP","2020-02-17","2020-02-24","Directa","adsocial_herolense / 2001_dt_mkt_dsp","2001_DT_MKT_DSP",,2,4085.270284,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200217-20200224.xlsx"
9,"Office Depot","2001_Enero","DSP","2020-01-25","2020-01-31","Asistida","adsocialdsp / 2001_od_ao_brother_dsp","2001_OD_AO_BROTHERIMPRESION_15ENE_DSP",,1,85.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
10,"Office Depot","2002_Febrero","DSP","2020-02-01","2020-02-08","Asistida","adsocialdsp / 2001_od_ao_brother_dsp","2001_OD_AO_BROTHERIMPRESION_15ENE_DSP",,2,157,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
13,"Office Depot","2003_Marzo","DSP","2020-03-09","2020-03-16","Directa","adsocial_dsp / 2001_od_ao_ec_promociones_enero_dsp","2001_OD_AO_EC_Promociones_Enero_DSP",,2,1511.113681,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200309-20200316.xlsx"
14,"Office Depot","2001_Enero","DSP","2020-01-25","2020-01-31","Directa","adsocialdsp / 2001_od_ao_mkt_dsp","2001_OD_AO_MKT_DSP_ENERO",,2,3174.588481,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
15,"Office Depot","2002_Febrero","DSP","2020-02-01","2020-02-08","Asistida","adsocialdsp / 2001_od_ao_mkt_dsp","2001_OD_AO_MKT_DSP_ENERO",,1,1860.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
16,"Office Depot","2002_Febrero","DSP","2020-02-09","2020-02-16","Asistida","adsocialdsp / 2001_od_ao_mkt_dsp","2001_OD_AO_MKT_DSP_ENERO",,1,1738,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
18,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_od_ao_mkt_fb","2001_OD_AO_MKT_FB_ENERO",,4,2752.92,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
19,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 2001_od_ao_mkt_fb_dpa","2001_OD_AO_MKT_FB_ENERO",,2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
20,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_od_ao_mkt_fb","2001_OD_AO_MKT_FB_ENERO",,5,4667.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
0,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_od_ao_mkt_fb","2001_OD_AO_MKT_FB_ENERO",,5,8434.2,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
1,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocialfb / 2001_od_ao_mkt_fb_dpa","2001_OD_AO_MKT_FB_ENERO",,5,38275.75,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
2,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Directa","adsocialfb / 2001_od_ao_mkt_fb","2001_OD_AO_MKT_FB_ENERO",,5,9678.760682,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200109-20200116.xlsx"
3,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocialfb / 2001_od_ao_mkt_fb_dpa","2001_OD_AO_MKT_FB_ENERO",,3,5132.959572,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
4,"Office Depot","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2001_od_ao_mkt_fb_dpa","2001_OD_AO_MKT_FB_ENERO",,11,15205.55,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
5,"Office Depot","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2001_od_ao_mkt_fb_dpa","2001_OD_AO_MKT_FB_ENERO",,5,8800.8,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200225-20200229.csv"
6,"Office Depot","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_od_ao_mkt_fb_dpa","2001_OD_AO_MKT_FB_ENERO",,4,10957,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
7,"Office Depot","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2001_od_ao_mkt_fb","2001_OD_AO_MKT_FB_ENERO",,2,3443.4,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
8,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2001_od_ao_mkt_fb_dpa","2001_OD_AO_MKT_FB_ENERO",,3,19548.35,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
9,"Office Depot","2001_Enero","DSP","2020-01-09","2020-01-16","Directa","adsocial_dsp / 2001_od_ao_mkt_promociones_enero_dsp","2001_OD_AO_MKT_Promociones_Enero_DSP",,2,229.423624,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200109-20200116.xlsx"
10,"Office Depot","2002_Febrero","DSP","2020-02-17","2020-02-24","Asistida","adsocial_dsp / 2001_od_ao_mkt_promociones_enero_dsp","2001_OD_AO_MKT_Promociones_Enero_DSP",,1,2639.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200217-20200224.csv"
11,"Office Depot","2002_Febrero","DSP","2020-02-01","2020-02-08","Asistida","adsocial_dsp / 2001_od_ao_mkt_promociones_enero_dsp","2001_OD_AO_MKT_Promociones_Enero_DSP",,4,3196,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
12,"Office Depot","2002_Febrero","DSP","2020-02-09","2020-02-16","Asistida","adsocial_dsp / 2001_od_ao_mkt_promociones_enero_dsp","2001_OD_AO_MKT_Promociones_Enero_DSP",,1,3799,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
13,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 2001_od_ao_mkt_fb","2001_OD_AO_MKT_WARMING_BROTHER_DAY_14ENE_FB",,2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
14,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocial_fb / (not set)","2001_OD_D",,7,75794.45,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
15,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocial_fb / (not set)","2001_OD_D",,5,55968.866935,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
