,"cliente","Año-Mes","plataforma_abreviacion","inicio_reporte","fin_reporte","tipo_conversion","fuente_medio","Nombre_Campaña","llave_analytcis","conversiones","revenue","archivo"
0,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocial_sem / 1912_od_ppf_acer_sem","1912_OD_PPF_ACER_SEM","1912_od_acer_none_none_DSP_2020-01-09",2,2480,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
5,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocialsem / 1911_od_copycenter_sem","1911_OD_CopyCenter_SEM","1912_od_copycenter_none_none_DSP_2020-01-09",1,3099,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
4,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocialsem / 1911_od_copycenter_sem","1911_OD_CopyCenter_SEM","1912_od_copycenter_none_none_DSP_2020-01-17",1,175,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
5,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocial_sem / 1912_od_ppf_intel_hp_gaming_sem","1912_OD_PPF_INTEL_HP_GAMING_SEM","1912_od_hp-dell-intel_12dic-13ene_none_DSP_2020-01-09",1,7799.4,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
5,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocial_sem / 2001_od_ppf_intel_dell_gaming_sem","2001_OD_PPF_INTEL_DELL_GAMING_SEM","1912_od_hp-dell-intel_12dic-13ene_none_DSP_2020-01-09",1,10299,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
4,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocial_fb / 1912_od_ppf_intel_hp_gaming_fb","1912_OD_PPF_INTEL_HP_GAMING_FB","1912_od_intel-gaming_fb_none_FB",1,11999,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
3,"Office Depot","2001_Enero","DSP","2020-01-01","2020-01-08","Asistida","adsocial_herolense / 11912_od_mkt_vn_online_dsp","11912_OD_MKT_VN_Online_DSP","1912_od_mkt_ventanocturna_10dic_DSP_2020-01-01",1,3668,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
10,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocialgoogle / 1912_od_ppf_payclip_sem","1912_OD_PPF_PAYCLIP_20AL31_SEM","1912_od_payclip_none_none_DSP_2020-01-17",1,1347,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
5,"Office Depot","2001_Enero","DSP","2020-01-01","2020-01-08","Asistida","adsocialherolense / 1912_od_ao_ec_dsp","1912_OD_AO_EC_DSP","2001_od_ao-ecomm_pi_pfm_DSP_2020-01-01",1,490.4,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
11,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocial_sem / 1912_od_el_mejor_fin_citibanamex_sem","1912_OD_EL_MEJOR_FIN_CITIBANAMEX_SEM","2001_od_ao-mkt_pi_mkt_DSP_2020-01-09",1,3099,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
17,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 2001_od_ao_mkt_fb","2001_OD_AO_MKT_FB_ENERO","2001_od_ao-mkt_pi_mkt_FB",2,3098,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
11,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocialgoogle / 2001_od_ao_brother_sem","2001_OD_AO_BROTHERIMPRESION_15ENE_SEM","2001_od_brother-impresión_ppf_pfm_DSP_2020-01-09",1,1403.7,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
12,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Directa","adsocialgoogle / 2001_od_ao_brother_sem","2001_OD_AO_BROTHERIMPRESION_15ENE_SEM","2001_od_brother-impresión_ppf_pfm_DSP_2020-01-09",3,4354.860604,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200109-20200116.xlsx"
7,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocialgoogle / 2001_od_ppf_ao_brother_sem","2001_OD_PPF_AO_BROTHERIMPRESION_16AL31_SEM","2001_od_brother-impresión_ppf_pfm_DSP_2020-01-17",2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
8,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Directa","adsocialgoogle / 2001_ppf_brotherimpresion_sem","2001_PPF_BROTHERIMPRESION_22AL31_SEM","2001_od_brother-impresión_ppf_pfm_DSP_2020-01-17",2,3981.039488,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200117-20200124.xlsx"
7,"Office Depot","2001_Enero","SEM","2020-01-25","2020-01-31","Asistida","adsocialgoogle / 2001_ppf_brotherimpresion_sem","2001_PPF_BROTHERIMPRESION_22AL31_SEM","2001_od_brother-impresión_ppf_pfm_DSP_2020-01-25",1,447,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
0,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_od_ppf_brotherimpresión_fb","1912_OD_PPF_BROTHERIMPRESIÓN_19AL31_FB","2001_od_brother-impresion_ppf_pfm_FB",2,291.15,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
14,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocialgoogle / 2001_od_ppf_ao_brother_sem","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_SEM","2001_od_brother-rotuladores_ppf_pfm_DSP_2020-01-17",2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
15,"Office Depot","2001_Enero","SEM","2020-01-25","2020-01-31","Asistida","adsocialgoogle / 2001_od_ppf_ao_brother_sem","2001_OD_PPF_AO_BROTHERROTULADORES_16AL31_SEM","2001_od_brother-rotuladores_ppf_pfm_DSP_2020-01-25",1,64.9,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
1,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 1912_od_ppf_brotherrotu_ventanocturna_fb","1912_OD_PPF_BROTHERROTU_VENTANOCTURNA_12AL15_FB","2001_od_brother-rotuladores_ppf_pfm_FB",1,508,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
2,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocialfb / 2001_od_ppf_brother_fb","2001_OD_PPF_BROTHER_BROTHERDAY_15ENE_FB","2001_od_brotherday_ppf_pfm_FB",1,629,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
0,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Directa","adsocialfb / 2001_od_ppf_brother_fb","2001_OD_PPF_BROTHER_BROTHERDAY_15ENE_FB","2001_od_brotherday_ppf_pfm_FB",2,346.694929,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200109-20200116.xlsx"
1,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Asistida","adsocialgoogle / 2001_od_ppf_brother_sem","2001_OD_PPF_BROTHER_BROTHERDAY_15ENE_SEM","2001_od_brotherdayenero_ppf_pfm_DSP_2020-01-09",5,11995.8,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
3,"Office Depot","2001_Enero","SEM","2020-01-09","2020-01-16","Directa","adsocialgoogle / 2001_od_ppf_brother_sem","2001_OD_PPF_BROTHER_BROTHERDAY_15ENE_SEM","2001_od_brotherdayenero_ppf_pfm_DSP_2020-01-09",6,20222.785041,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200109-20200116.xlsx"
2,"Office Depot","2001_Enero","SEM","2020-01-25","2020-01-31","Asistida","adsocialgoogle / 2001_od_ppf_brother_sem","2001_OD_PPF_BROTHER_BROTHERDAY_15ENE_SEM","2001_od_brotherdayenero_ppf_pfm_DSP_2020-01-25",1,1749,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
8,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocial_google / 2001_od_ppf_izettle_sem","2001_OD_PPF_IZETTLE_09AL31_SEM","2001_od_izettle_ppf_pfm_DSP_2020-01-17",3,4945.2,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
0,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Directa","adsocial_google / 2001_od_ppf_izettle_sem","2001_OD_PPF_IZETTLE_09AL31_SEM","2001_od_izettle_ppf_pfm_DSP_2020-01-17",2,954.557367,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200117-20200124.xlsx"
3,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocial_sem / 2001_od_ppf_payclip_clip_plus_2_sem","2001_OD_PPF_PAYCLIP_CLIP_PLUS_2_SEM","2001_od_payclipenero_ppf_pfm_DSP_2020-01-17",1,1347,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
7,"Office Depot","2001_Enero","SEM","2020-01-17","2020-01-24","Asistida","adsocial_sem / 2001_od_ppf_payclip_clip_pro_sem","2001_OD_PPF_PAYCLIP_CLIP_PRO_SEM","2001_od_payclipenero_ppf_pfm_DSP_2020-01-17",1,1347,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
0,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocial_fb_hp / 2001_od_mkt_regalos_magicos_fb","2001_OD_MKT_REGALOS_MAGICOS_FB","2001_od_regalosmagicos_pi_mkt_FB",2,2698,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
0,"Office Depot","2003_Marzo","FB","2020-03-09","2020-03-16","Directa","adsocial_fb / (not set)","(not set)",,2,2182.693758,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200309-20200316.xlsx"
1,"Office Depot","2001_Enero","DSP","2020-01-09","2020-01-16","Asistida","adsocial_herolense / 11912_od_ec_vn_online_dsp","11912_OD_EC_VN_Online_DSP",,1,2879.2,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
2,"Office Depot","2001_Enero","DSP","2020-01-09","2020-01-16","Directa","adsocial_herolense / 11912_od_ec_vn_online_dsp","11912_OD_EC_VN_Online_DSP",,2,2020.292958,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200109-20200116.xlsx"
6,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Directa","adsocial_fb / 1911_od_mkt_buen_fin_fb_dpa","1911_OD_MKT_Buen_Fin_FB",,1,284.797576,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200101-20200108.xlsx"
7,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Directa","adsocial_fb / 1911_od_mkt_buen_fin_fb_dpa","1911_OD_MKT_Buen_Fin_FB",,2,272.412066,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200117-20200124.xlsx"
8,"Office Depot","2002_Febrero","FB","2020-02-01","2020-02-08","Directa","adsocial_fb / 1911_od_mkt_buen_fin_fb_dpa","1911_OD_MKT_Buen_Fin_FB",,1,450.745433,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200201-20200208.xlsx"
9,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 1911_od_mkt_venta_nocturna_fb_dada","1911_OD_MKT_VENTA_NOCTURNA_28_Y_29_DE_NOV_FB",,2,3898,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
10,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Asistida","adsocial_fb / 1911_od_mkt_venta_nocturna_fb_dada","1911_OD_MKT_VENTA_NOCTURNA_28_Y_29_DE_NOV_FB",,2,19838.2,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200125-20200131.csv"
11,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Directa","adsocial_fb / 1911_od_mkt_venta_nocturna_fb_dpa","1911_OD_MKT_VENTA_NOCTURNA_28_Y_29_DE_NOV_FB",,1,2150.81358,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200101-20200108.xlsx"
12,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 1911_od_pff_payclip_ao","1911_OD_PFF_PAYCLIP",,1,308.27,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
13,"Office Depot","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocial_fb / 1911_od_pff_payclip_ao","1911_OD_PFF_PAYCLIP",,1,109,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200201-20200208.csv"
14,"Office Depot","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocial_fb / 1911_od_pff_payclip_ao","1911_OD_PFF_PAYCLIP",,2,1137,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200209-20200216.csv"
15,"Office Depot","2003_Marzo","FB","2020-03-17","2020-03-24","Directa","adsocial_fb / 1911_od_pff_payclip_ao","1911_OD_PFF_PAYCLIP",,2,672.727368,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200317-20200324.xlsx"
0,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 1911_od_ppf_3m_fb","1911_OD_PPF_3M_BUENFIN_13AL18_FB",,2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
1,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocialfb / 1911_od_ppf_3m_fb","1911_OD_PPF_3M_BUENFIN_13AL18_FB",,2,3991.913188,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
0,"RadioShack","2002_Febrero","FB","2020-02-25","2020-02-29","Directa","adsocial_fb / 1911_od_ppf_kaspersky_fb","1911_OD_PPF_KASPERSKY_BUENFIN_15AL18_FB",,1,51.024481,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200225-20200229.xlsx"
1,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Directa","adsocial_fb / 1911_od_ppf_muebles_fb_dpa","1911_OD_PPF_MUEBLES_BUENFIN_13AL18_FB",,3,774.315171,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200101-20200108.xlsx"
2,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Directa","adsocial_fb / 1911_od_ppf_tasmicro_fb","1911_OD_PPF_TASMICRO_CYBERMONDAY",,2,1424.008704,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200109-20200116.xlsx"
3,"RadioShack","2002_Febrero","FB","2020-02-25","2020-02-29","Directa","adsocialfb / 1911_rs_microsoft-buenfin_fb","1911_RS_MICROSOFT-BUENFIN_15AL18_FB",,1,301.65,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200225-20200229.xlsx"
4,"RadioShack","2003_Marzo","FB","2020-03-01","2020-03-08","Directa","adsocialfb / 1911_rs_mkt_ao_buenfin_fb","1911_RS_MKT_AO_BUENFIN_15AL18_FB",,1,419,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200301-20200308.xlsx"
6,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocial_fb / 1912_od_ao_mkt_fb_dpa","1912_OD_AO_MKT_DIC_FB",,2,13978.1,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
7,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocial_fb / 1912_od_citibanamex_dic_fb","1912_OD_CITIBANAMEX_DIC_FB",,4,9517.2,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
8,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Directa","adsocial_fb / 1912_od_citibanamex_dic_fb","1912_OD_CITIBANAMEX_DIC_FB",,6,13254.158899,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200101-20200108.xlsx"
9,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocial_fb / 1912_od_ec_precios_locos_fb_dpa","1912_OD_EC_PRECIOS_LOCOS_FB",,1,3598,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
10,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_od_ecom_fb","1912_OD_ECOM_10_DE_DIC_FB",,1,10848,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
12,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_od_mkt_fb_dpa","1912_OD_MKT_10_DE_DIC_FB",,1,798,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
13,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Directa","adsocialfb / 1912_od_mkt_fb_dpa","1912_OD_MKT_10_DE_DIC_FB",,1,1111.337242,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200101-20200108.xlsx"
14,"Office Depot","2001_Enero","SEM","2020-01-01","2020-01-08","Asistida","adsocial_sem / 1912_od_ppf_acer_sem","1912_OD_PPF_ACER_SEM",,2,10646,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
1,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_od_ppf_brotherimpre_ventanocturna_fb","1912_OD_PPF_BROTHERIMPRE_VENTANOCTURNA_12AL15_FB",,1,209.9,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
2,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 1912_od_ppf_brotherimpresión_fb","1912_OD_PPF_BROTHERIMPRESIÓN_19AL31_FB",,1,4084,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
2,"Office Depot","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialgoogle / 1912_od_ppf_brotherrotu_ventanocturna_sem","1912_OD_PPF_BROTHERROTU_VENTANOCTURNA_12AL15_SEM",,1,4499,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200317-20200324.csv"
3,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_od_ppf_brotherrotuladores_fb","1912_OD_PPF_BROTHERROTULADORES_20AL31_FB",,1,399,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
6,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 1912_od_ppf_intel_lenovo_gaming_fb","1912_OD_PPF_INTEL_LENOVO_GAMING_FB",,2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
7,"Office Depot","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocial_fb / 1912_od_ppf_lanix_precios_locos_fb","1912_OD_PPF_LANIX_PRECIOS_LOCOS_FB",,3,2636,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200101-20200108.csv"
8,"Office Depot","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocial_fb / 1912_od_ppf_lanix_precios_locos_fb","1912_OD_PPF_LANIX_PRECIOS_LOCOS_FB",,2,4346,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200117-20200124.csv"
9,"Office Depot","2001_Enero","FB","2020-01-09","2020-01-16","Asistida","adsocial_fb / 1912_od_ppf_lanix_precios_locos_fb","1912_OD_PPF_LANIX_PRECIOS_LOCOS_FB",,1,11999,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/9:01:2020 al 16:01:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200109-20200116.csv"
11,"Office Depot","2001_Enero","FB","2020-01-25","2020-01-31","Directa","adsocial_fb / 1912_od_pyme_fb","1912_OD_PYME_FB",,2,351.537508,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/25:01:2020 al 31:01:2020/Analytics www.officedepot.com.mx_ Todo el tráfico 20200125-20200131.xlsx"
12,"Petco","2001_Enero","FB","2020-01-01","2020-01-08","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_20al22DIC_FB",,5,2643.9,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/1:01:2020 al 8:01:2020/Analytics All Web Site Data Conversiones asistidas 20200101-20200108.csv"
13,"Petco","2001_Enero","FB","2020-01-17","2020-01-24","Asistida","adsocialfb / 1912_petco_ecomm_ao_dic_fb","1912_PETCO_ECOMM_AO_20al22DIC_FB",,2,1574.5,"/home/carlos/Dropbox/ROAS 2020/2001_Enero/Semanal/17:01:2020 al 24:01:2020/Analytics All Web Site Data Conversiones asistidas 20200117-20200124.csv"
