,cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,dias_mes,dias_semana,inversion_diaria,inversion_semanal
43,gicsa,explanadapachuca,2001_gicsa_explanadapachuca_pi_mkt_sem,2001_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapachuca,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,3035.41,17203.0,2826.0,0.0,0.0,2001_gicsa_explanadapachuca_pi_mkt_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0,31,7,416.1290322580645,2912.9032258064517
44,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-01-31,2020-02-02,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-01-25,2020-01-31,2020-01-31,2020-01-31,MXN,25.48,2340.0,0.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0,28,1,1382.142857142857,1382.142857142857
45,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,9475.16,1200452.0,2279.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-02-17,0.0,0.0,0.0,0.0,0,0,28,8,1382.142857142857,11057.142857142857
46,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-03-05,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,6093.4800000000005,650729.0,1244.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0,28,5,1382.142857142857,6910.714285714285
47,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-01-31,2020-02-29,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,9781.86,1390719.0,2811.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0,28,8,1382.142857142857,11057.142857142857
48,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,11292.58,1331429.0,3178.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0,28,8,1382.142857142857,11057.142857142857
49,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-02-27,2020-03-05,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-03-01,2020-03-08,2020-03-01,2020-03-05,MXN,749.13,111761.0,230.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,28,5,1382.142857142857,6910.714285714285
52,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_sem,2002_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,3570.48,19991.0,2174.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_sem_2020-02-17,0.0,0.0,0.0,0.0,0,0,28,8,460.7142857142857,3685.714285714286
53,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_sem,2002_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,2267.78,12143.0,1352.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_sem_2020-02-25,0.0,0.0,0.0,0.0,0,0,28,5,460.7142857142857,2303.5714285714284
54,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_sem,2002_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,3843.38,20402.0,2977.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0,28,8,460.7142857142857,3685.714285714286
55,gicsa,explanadapachuca,2002_gicsa_explanadapachuca_pi_mkt_sem,2002_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,3815.96,18832.0,2773.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0,28,8,460.7142857142857,3685.714285714286
56,gicsa,explanadapachuca,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,8539.34,1177235.0,983.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,7,1248.3870967741937,8738.709677419356
57,gicsa,explanadapachuca,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,5819.669999999999,725869.0,79.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,1248.3870967741937,9987.09677419355
58,gicsa,explanadapachuca,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-03-19,2020-04-01,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,8879.990000000002,610985.0,679.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,1248.3870967741937,8738.709677419356
59,gicsa,explanadapachuca,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,11810.18,1410579.0,1160.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,1248.3870967741937,9987.09677419355
60,gicsa,explanadapachuca,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-03-30,2020-04-01,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,,2020-04-01,2020-04-08,2020-04-01,2020-04-01,MXN,750.0799999999999,91751.0,2.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0,31,1,1248.3870967741937,1248.3870967741937
63,gicsa,explanadapachuca,2003_gicsa_explanadapachuca_pi_mkt_sem,2003_gicsa_explanadapachuca_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Google Search,2020-03-01,2020-03-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,2735.49,14410.0,1730.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,8,416.1290322580645,3329.032258064516
64,gicsa,explanadapachuca,2003_gicsa_explanadapachuca_pi_mkt_sem,2003_gicsa_explanadapachuca_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Google Search,2020-03-01,2020-03-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,2476.36,11764.0,1075.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,416.1290322580645,3329.032258064516
65,gicsa,explanadapachuca,2003_gicsa_explanadapachuca_pi_mkt_sem,2003_gicsa_explanadapachuca_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Google Search,2020-03-01,2020-03-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,3603.67,17574.0,2179.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0,31,8,416.1290322580645,3329.032258064516
66,gicsa,explanadapachuca,2004_gicsa_explanadapachuca_pi_mkt_fb,2004_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,explanadapachuca,Facebook,2020-04-01,2020-04-30,2020-03-31,2020-04-03,3.5,2457.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,3.5,,2020-03-25,2020-03-31,2020-03-31,2020-03-31,MXN,52.760000000000005,5169.0,1.0,0.0,0.0,2004_gicsa_explanadapachuca_pi_mkt_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0,30,1,286.6666666666667,286.6666666666667
67,gicsa,explanadapachuca,2004_gicsa_explanadapachuca_pi_mkt_fb,2004_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,explanadapachuca,Facebook,2020-04-01,2020-04-30,2020-03-31,2020-04-09,3.5,2457.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,3.5,,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,1380.1,164650.0,67.0,0.0,0.0,2004_gicsa_explanadapachuca_pi_mkt_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0,30,8,286.6666666666667,2293.3333333333335
68,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-02,2020-02-01,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-01-01,2020-01-08,2020-01-02,2020-01-08,MXN,6351.499999999999,1738291.0,2788.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-01-01,0.0,0.0,0.0,0.0,0,0,31,7,1109.6774193548388,7767.741935483871
69,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-02-01,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,9298.579999999998,2242348.0,2984.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0,31,8,1109.6774193548388,8877.41935483871
70,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-02-01,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,9706.859999999999,2471747.0,3560.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0,31,8,1109.6774193548388,8877.41935483871
71,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-02-02,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,8651.060000000001,1766366.0,2647.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0,31,7,1109.6774193548388,7767.741935483871
72,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-28,2020-02-02,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-02-01,2020-02-08,2020-02-01,2020-02-02,MXN,346.24,32112.0,17.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0,31,2,1109.6774193548388,2219.3548387096776
75,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_sem,2001_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-01-01,2020-01-08,2020-01-01,2020-01-08,MXN,1729.54,32243.0,2531.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_sem_2020-01-01,0.0,0.0,0.0,0.0,0,0,31,8,277.4193548387097,2219.3548387096776
76,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_sem,2001_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,2323.69,40420.0,2738.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0,31,8,277.4193548387097,2219.3548387096776
77,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_sem,2001_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,2557.41,44382.0,2810.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0,31,8,277.4193548387097,2219.3548387096776
78,gicsa,explanadapuebla,2001_gicsa_explanadapuebla_pi_mkt_sem,2001_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,1973.36,42246.0,2487.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0,31,7,277.4193548387097,1941.9354838709678
79,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,8315.12,1602426.0,1348.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-02-17,0.0,0.0,0.0,0.0,0,0,28,8,1228.5714285714287,9828.57142857143
80,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-03-05,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,5638.83,874410.0,859.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0,28,5,1228.5714285714287,6142.857142857143
81,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,9039.39,2033816.0,2363.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0,28,8,1228.5714285714287,9828.57142857143
82,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,9640.68,1742777.0,1694.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0,28,8,1228.5714285714287,9828.57142857143
83,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-02-27,2020-03-05,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-03-01,2020-03-08,2020-03-01,2020-03-05,MXN,798.31,108498.0,220.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,28,5,1228.5714285714287,6142.857142857143
86,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_sem,2002_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,2376.96,52134.0,2567.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_sem_2020-02-17,0.0,0.0,0.0,0.0,0,0,28,8,307.14285714285717,2457.1428571428573
87,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_sem,2002_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,1530.37,31078.0,1522.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_sem_2020-02-25,0.0,0.0,0.0,0.0,0,0,28,5,307.14285714285717,1535.7142857142858
88,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_sem,2002_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,2574.84,53564.0,3012.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0,28,8,307.14285714285717,2457.1428571428573
89,gicsa,explanadapuebla,2002_gicsa_explanadapuebla_pi_mkt_sem,2002_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,2516.2,47767.0,2870.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0,28,8,307.14285714285717,2457.1428571428573
90,gicsa,explanadapuebla,2003_gicsa_explanadapuebla_pi_mkt_fb,2003_gicsa_explanadapuebla_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapuebla,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,7754.17,1545814.0,541.0,0.0,0.0,2003_gicsa_explanadapuebla_pi_mkt_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0,31,7,1109.6774193548388,7767.741935483871
91,gicsa,explanadapuebla,2003_gicsa_explanadapuebla_pi_mkt_fb,2003_gicsa_explanadapuebla_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapuebla,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,5482.74,1171223.0,567.0,0.0,0.0,2003_gicsa_explanadapuebla_pi_mkt_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0,31,8,1109.6774193548388,8877.41935483871
92,gicsa,explanadapuebla,2003_gicsa_explanadapuebla_pi_mkt_fb,2003_gicsa_explanadapuebla_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapuebla,Facebook,2020-03-01,2020-03-31,2020-03-19,2020-04-01,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,10486.89,931777.0,1252.0,0.0,0.0,2003_gicsa_explanadapuebla_pi_mkt_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0,31,7,1109.6774193548388,7767.741935483871
