,cliente_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,dias_mes,dias_semana,kpi_planeado_diario,kpi_planeado_semanal,inversion_plataforma_diaria,inversion_plataforma_semanal,inversion_AdOps_diaria,inversion_AdOps_semanal,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue
1321,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,12,31,7,8294.0,58058.0,301.0,2107.0,192.0,1344.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,1483.0,40901.0,30.0,42.0,95457.76,2003_od_izettle_ppf_pfm_dsp_2020-03-25,42.0,0.0,95457.76,0.0,0,0
1322,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,10,31,8,8294.0,66352.0,301.0,2408.0,192.0,1536.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,3011.0,83071.0,149.0,4.0,35506.7,2003_od_izettle_ppf_pfm_dsp_2020-03-09,4.0,0.0,35506.7,0.0,0,0
1323,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,15,31,0,8294.0,0.0,301.0,0.0,192.0,0.0,2020-04-17,2020-04-24,2020-04-17,2020-03-31,MXN,0.0,0.0,0.0,11.0,33920.9,2003_od_izettle_ppf_pfm_dsp_2020-04-17,0.0,11.0,0.0,33920.9,0,0
1324,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,16,31,0,8294.0,0.0,301.0,0.0,192.0,0.0,2020-04-25,2020-04-30,2020-04-25,2020-03-31,MXN,0.0,0.0,0.0,1.0,707.5,2003_od_izettle_ppf_pfm_dsp_2020-04-25,0.0,1.0,0.0,707.5,0,0
1325,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,13,31,0,8294.0,0.0,301.0,0.0,192.0,0.0,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,5.0,151.0,0.0,25.0,17164.05,2003_od_izettle_ppf_pfm_dsp_2020-04-01,0.0,25.0,0.0,17164.05,0,0
1326,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,257125.0,339.41,9320.59,9660.0,6279.0,5939.59,339.41,23.1,14,31,0,8294.0,0.0,301.0,0.0,192.0,0.0,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,2.0,0.0,11.0,13220.3,2003_od_izettle_ppf_pfm_dsp_2020-04-09,0.0,11.0,0.0,13220.3,0,0
1327,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,9,31,8,8294.0,66352.0,339.0,2712.0,192.0,1536.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,3036.0,74335.0,127.0,2.0,1087.6,2003_od_izettle_ppf_pfm_dsp_2020-03-01,2.0,0.0,1087.6,0.0,0,0
1328,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,11,31,8,8294.0,66352.0,339.0,2712.0,192.0,1536.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3347.0,81951.0,88.0,9.0,21913.51,2003_od_izettle_ppf_pfm_dsp_2020-03-17,9.0,0.0,21913.51,0.0,0,0
1329,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,12,31,7,8294.0,58058.0,339.0,2373.0,192.0,1344.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,1670.0,40901.0,30.0,42.0,95457.76,2003_od_izettle_ppf_pfm_dsp_2020-03-25,42.0,0.0,95457.76,0.0,0,0
1330,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,10,31,8,8294.0,66352.0,339.0,2712.0,192.0,1536.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,3393.0,83071.0,149.0,4.0,35506.7,2003_od_izettle_ppf_pfm_dsp_2020-03-09,4.0,0.0,35506.7,0.0,0,0
1331,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,15,31,0,8294.0,0.0,339.0,0.0,192.0,0.0,2020-04-17,2020-04-24,2020-04-17,2020-03-31,MXN,0.0,0.0,0.0,11.0,33920.9,2003_od_izettle_ppf_pfm_dsp_2020-04-17,0.0,11.0,0.0,33920.9,0,0
1332,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,16,31,0,8294.0,0.0,339.0,0.0,192.0,0.0,2020-04-25,2020-04-30,2020-04-25,2020-03-31,MXN,0.0,0.0,0.0,1.0,707.5,2003_od_izettle_ppf_pfm_dsp_2020-04-25,0.0,1.0,0.0,707.5,0,0
1333,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,13,31,0,8294.0,0.0,339.0,0.0,192.0,0.0,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,6.0,151.0,0.0,25.0,17164.05,2003_od_izettle_ppf_pfm_dsp_2020-04-01,0.0,25.0,0.0,17164.05,0,0
1334,od,2003_od_izettle_ppf_pfm_dsp,2003_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,257125.0,0.0,10500.0,10500.0,6279.0,5939.59,339.41,23.1,14,31,0,8294.0,0.0,339.0,0.0,192.0,0.0,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,2.0,0.0,11.0,13220.3,2003_od_izettle_ppf_pfm_dsp_2020-04-09,0.0,11.0,0.0,13220.3,0,0
1335,od,2003_od_izettle_ppf_pfm_fb,2003_od_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-02-27,2020-03-31,4.0,3220.0,0.0,12880.0,12880.0,12880.0,12880.0,0.0,4.0,9,31,8,104.0,832.0,415.0,3320.0,415.0,3320.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,1856.0,106610.0,496.0,0.0,0.0,2003_od_izettle_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
1336,od,2003_od_izettle_ppf_pfm_fb,2003_od_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-03,2020-03-31,4.0,3220.0,0.0,12880.0,12880.0,12880.0,12880.0,0.0,4.0,11,31,8,104.0,832.0,415.0,3320.0,415.0,3320.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,1577.0,144208.0,608.0,0.0,0.0,2003_od_izettle_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
1337,od,2003_od_izettle_ppf_pfm_fb,2003_od_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-03,2020-03-31,4.0,3220.0,0.0,12880.0,12880.0,12880.0,12880.0,0.0,4.0,12,31,7,104.0,728.0,415.0,2905.0,415.0,2905.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,6727.0,510139.0,1198.0,0.0,0.0,2003_od_izettle_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
1338,od,2003_od_izettle_ppf_pfm_fb,2003_od_izettle_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-03,2020-03-31,4.0,3220.0,0.0,12880.0,12880.0,12880.0,12880.0,0.0,4.0,10,31,8,104.0,832.0,415.0,3320.0,415.0,3320.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,1321.0,69825.0,380.0,0.0,0.0,2003_od_izettle_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
1339,od,2003_od_izettle_ppf_pfm_fb,2003_od_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-02-27,2020-03-31,4.35,3220.0,0.0,14000.0,14000.0,12880.0,12880.0,0.0,4.0,9,31,8,104.0,832.0,452.0,3616.0,415.0,3320.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,1856.0,106610.0,496.0,0.0,0.0,2003_od_izettle_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
1340,od,2003_od_izettle_ppf_pfm_fb,2003_od_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-03,2020-03-31,4.35,3220.0,0.0,14000.0,14000.0,12880.0,12880.0,0.0,4.0,11,31,8,104.0,832.0,452.0,3616.0,415.0,3320.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,1577.0,144208.0,608.0,0.0,0.0,2003_od_izettle_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
1341,od,2003_od_izettle_ppf_pfm_fb,2003_od_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-03,2020-03-31,4.35,3220.0,0.0,14000.0,14000.0,12880.0,12880.0,0.0,4.0,12,31,7,104.0,728.0,452.0,3164.0,415.0,2905.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,6727.0,510139.0,1198.0,0.0,0.0,2003_od_izettle_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
1342,od,2003_od_izettle_ppf_pfm_fb,2003_od_izettle_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Facebook,2020-03-01,2020-03-31,2020-03-03,2020-03-31,4.35,3220.0,0.0,14000.0,14000.0,12880.0,12880.0,0.0,4.0,10,31,8,104.0,832.0,452.0,3616.0,415.0,3320.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,1321.0,69825.0,380.0,0.0,0.0,2003_od_izettle_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
1343,od,2003_od_izettle_ppf_pfm_sem,2003_od_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.0,1073.0,0.0,9660.0,9660.0,9660.0,9660.0,0.0,9.0,9,31,7,35.0,245.0,312.0,2184.0,312.0,2184.0,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,1480.0,3412.0,226.0,0.0,0.0,2003_od_izettle_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0
1344,od,2003_od_izettle_ppf_pfm_sem,2003_od_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.0,1073.0,0.0,9660.0,9660.0,9660.0,9660.0,0.0,9.0,11,31,8,35.0,280.0,312.0,2496.0,312.0,2496.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3807.0,7396.0,557.0,0.0,0.0,2003_od_izettle_ppf_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0
1345,od,2003_od_izettle_ppf_pfm_sem,2003_od_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.0,1073.0,0.0,9660.0,9660.0,9660.0,9660.0,0.0,9.0,12,31,7,35.0,245.0,312.0,2184.0,312.0,2184.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2302.0,6632.0,328.0,0.0,0.0,2003_od_izettle_ppf_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0
1346,od,2003_od_izettle_ppf_pfm_sem,2003_od_izettle_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.0,1073.0,0.0,9660.0,9660.0,9660.0,9660.0,0.0,9.0,10,31,8,35.0,280.0,312.0,2496.0,312.0,2496.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,1095.0,2870.0,170.0,0.0,0.0,2003_od_izettle_ppf_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
1347,od,2003_od_izettle_ppf_pfm_sem,2003_od_izettle_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.78,1073.0,0.0,10500.0,10500.0,9660.0,9660.0,0.0,9.0,9,31,7,35.0,245.0,339.0,2373.0,312.0,2184.0,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,1480.0,3412.0,226.0,0.0,0.0,2003_od_izettle_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0
1348,od,2003_od_izettle_ppf_pfm_sem,2003_od_izettle_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.78,1073.0,0.0,10500.0,10500.0,9660.0,9660.0,0.0,9.0,11,31,8,35.0,280.0,339.0,2712.0,312.0,2496.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3807.0,7396.0,557.0,0.0,0.0,2003_od_izettle_ppf_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0
1349,od,2003_od_izettle_ppf_pfm_sem,2003_od_izettle_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.78,1073.0,0.0,10500.0,10500.0,9660.0,9660.0,0.0,9.0,12,31,7,35.0,245.0,339.0,2373.0,312.0,2184.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2302.0,6632.0,328.0,0.0,0.0,2003_od_izettle_ppf_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0
1350,od,2003_od_izettle_ppf_pfm_sem,2003_od_izettle_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,izettle,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.78,1073.0,0.0,10500.0,10500.0,9660.0,9660.0,0.0,9.0,10,31,8,35.0,280.0,339.0,2712.0,312.0,2496.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,1095.0,2870.0,170.0,0.0,0.0,2003_od_izettle_ppf_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
1351,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,15,30,8,4285.0,34280.0,155.0,1240.0,99.0,792.0,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,1535.0,42344.0,67.0,79.0,164100.98,2004_od_izettle_ppf_pfm_dsp_2020-04-17,79.0,0.0,164100.98,0.0,0,0
1352,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,16,30,6,4285.0,25710.0,155.0,930.0,99.0,594.0,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,566.0,15616.0,27.0,47.0,59035.97,2004_od_izettle_ppf_pfm_dsp_2020-04-25,47.0,0.0,59035.97,0.0,0,0
1353,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,13,30,8,4285.0,34280.0,155.0,1240.0,99.0,792.0,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,1897.0,52340.0,41.0,14.0,21250.1,2004_od_izettle_ppf_pfm_dsp_2020-04-01,14.0,0.0,21250.1,0.0,0,0
1354,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,14,30,8,4285.0,34280.0,155.0,1240.0,99.0,792.0,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,1240.0,34216.0,41.0,34.0,40298.1,2004_od_izettle_ppf_pfm_dsp_2020-04-09,34.0,0.0,40298.1,0.0,0,0
1355,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,20,30,0,4285.0,0.0,155.0,0.0,99.0,0.0,2020-05-25,2020-05-31,2020-05-25,2020-04-30,MXN,0.0,0.0,0.0,3.0,1445.0,2004_od_izettle_ppf_pfm_dsp_2020-05-25,0.0,3.0,0.0,1445.0,0,0
1356,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,18,30,0,4285.0,0.0,155.0,0.0,99.0,0.0,2020-05-09,2020-05-16,2020-05-09,2020-04-30,MXN,0.0,2.0,0.0,23.0,50114.04,2004_od_izettle_ppf_pfm_dsp_2020-05-09,0.0,23.0,0.0,50114.04,0,0
1357,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,19,30,0,4285.0,0.0,155.0,0.0,99.0,0.0,2020-05-17,2020-05-24,2020-05-17,2020-04-30,MXN,0.0,0.0,0.0,22.0,29693.8,2004_od_izettle_ppf_pfm_dsp_2020-05-17,0.0,22.0,0.0,29693.8,0,0
1358,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,36.25,128563.0,169.7,4660.3,4830.0,3139.5,2969.8,169.7,23.1,17,30,0,4285.0,0.0,155.0,0.0,99.0,0.0,2020-05-01,2020-05-08,2020-05-01,2020-04-30,MXN,0.0,4.0,0.0,44.0,48707.12,2004_od_izettle_ppf_pfm_dsp_2020-05-01,0.0,44.0,0.0,48707.12,0,0
1359,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,15,30,8,4285.0,34280.0,175.0,1400.0,99.0,792.0,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,1729.0,42344.0,67.0,79.0,164100.98,2004_od_izettle_ppf_pfm_dsp_2020-04-17,79.0,0.0,164100.98,0.0,0,0
1360,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,16,30,6,4285.0,25710.0,175.0,1050.0,99.0,594.0,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,638.0,15616.0,27.0,47.0,59035.97,2004_od_izettle_ppf_pfm_dsp_2020-04-25,47.0,0.0,59035.97,0.0,0,0
1361,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,13,30,8,4285.0,34280.0,175.0,1400.0,99.0,792.0,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,2138.0,52340.0,41.0,14.0,21250.1,2004_od_izettle_ppf_pfm_dsp_2020-04-01,14.0,0.0,21250.1,0.0,0,0
1362,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,14,30,8,4285.0,34280.0,175.0,1400.0,99.0,792.0,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,1397.0,34216.0,41.0,34.0,40298.1,2004_od_izettle_ppf_pfm_dsp_2020-04-09,34.0,0.0,40298.1,0.0,0,0
1363,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,20,30,0,4285.0,0.0,175.0,0.0,99.0,0.0,2020-05-25,2020-05-31,2020-05-25,2020-04-30,MXN,0.0,0.0,0.0,3.0,1445.0,2004_od_izettle_ppf_pfm_dsp_2020-05-25,0.0,3.0,0.0,1445.0,0,0
1364,od,2004_od_izettle_ppf_pfm_dsp,2004_od_izettle_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,izettle,Programmatic,2020-04-01,2020-04-30,2020-04-01,2020-04-30,40.84,128563.0,0.0,5250.0,5250.0,3139.5,2969.8,169.7,23.1,18,30,0,4285.0,0.0,175.0,0.0,99.0,0.0,2020-05-09,2020-05-16,2020-05-09,2020-04-30,MXN,0.0,2.0,0.0,23.0,50114.04,2004_od_izettle_ppf_pfm_dsp_2020-05-09,0.0,23.0,0.0,50114.04,0,0
