cliente,cliente_nomenclatura,marca,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma_x,plataforma_abreviacion,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,dias_totales_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio,fin,dias_actividad_reporte,inversión_planeada,inversión_mp,inversión_diaria,divisa,dinero_gastado,impresiones,clics,ctr,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,roas,ultima_actualizacion
GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_FB,2003_gicsa_explanadaculiacan_pi_mkt_FB_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Facebook / Instagram,FB,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-05 0:00:00,2020-03-31 0:00:00,26.00,25.00,"1,720.00",0.00,"43,000.00","43,000.00","43,000.00","43,000.00",0.00,25,,2020-03-01 0:00:00,2020-03-08 0:00:00,2020-03-05 0:00:00,2020-03-08 0:00:00,4,0,0,0,MXN,"3,283","63,983",509,0,0,0,2003_gicsa_explanadaculiacan_pi_mkt_FB_2020-03-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_FB,2003_gicsa_explanadaculiacan_pi_mkt_FB_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Facebook / Instagram,FB,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-05 0:00:00,2020-03-31 0:00:00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-03-17 0:00:00,2020-03-24 0:00:00,2020-03-17 0:00:00,2020-03-24 0:00:00,8,0,0,0,MXN,"4,856","56,577",299,0,0,0,2003_gicsa_explanadaculiacan_pi_mkt_FB_2020-03-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_FB,2003_gicsa_explanadaculiacan_pi_mkt_FB_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Facebook / Instagram,FB,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-05 0:00:00,2020-03-31 0:00:00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-03-09 0:00:00,2020-03-16 0:00:00,2020-03-09 0:00:00,2020-03-16 0:00:00,8,0,0,0,MXN,"5,319","58,209",279,0,0,0,2003_gicsa_explanadaculiacan_pi_mkt_FB_2020-03-09,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_SEM,2003_gicsa_explanadaculiacan_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Google Search,SEM,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-06 0:00:00,2020-03-31 0:00:00,25.00,12.00,"1,792.00",0.00,"21,500.00","21,500.00","21,500.00","21,500.00",0.00,12,,2020-03-17 0:00:00,2020-03-24 0:00:00,2020-03-17 0:00:00,2020-03-24 0:00:00,8,0,0,0,MXN,182,522,5,0,0,0,2003_gicsa_explanadaculiacan_pi_mkt_SEM_2020-03-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Culiacán,2003_gicsa_explanadaculiacan_pi_mkt_SEM,2003_gicsa_explanadaculiacan_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadaculiacan,Google Search,SEM,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-06 0:00:00,2020-03-31 0:00:00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-03-01 0:00:00,2020-03-08 0:00:00,2020-03-06 0:00:00,2020-03-08 0:00:00,3,0,0,0,MXN,37,15,5,0,0,0,2003_gicsa_explanadaculiacan_pi_mkt_SEM_2020-03-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Pachuca,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,12.00,"1,075.00",0.00,"12,900.00","12,900.00","12,900.00","12,900.00",0.00,12,,2020-02-17 0:00:00,2020-02-24 0:00:00,2020-02-17 0:00:00,2020-02-24 0:00:00,8,0,0,0,MXN,"3,570","19,991","2,174",0,0,0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Pachuca,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-01 0:00:00,2020-02-08 0:00:00,2020-02-01 0:00:00,2020-02-08 0:00:00,8,0,0,0,MXN,"3,843","20,402","2,977",0,0,0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Pachuca,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-25 0:00:00,2020-02-29 0:00:00,2020-02-25 0:00:00,2020-02-29 0:00:00,5,0,0,0,MXN,"2,268","12,143","1,352",0,0,0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-25,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Pachuca,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-09 0:00:00,2020-02-16 0:00:00,2020-02-09 0:00:00,2020-02-16 0:00:00,8,0,0,0,MXN,"3,816","18,832","2,773",0,0,0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-09,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanda Pachuca ,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,12.00,"1,075.00",0.00,"12,900.00","12,900.00","12,900.00","12,900.00",0.00,12,,2020-02-17 0:00:00,2020-02-24 0:00:00,2020-02-17 0:00:00,2020-02-24 0:00:00,8,0,0,0,MXN,"3,570","19,991","2,174",0,0,0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanda Pachuca ,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2020-02-01 0:00:00,2020-02-08 0:00:00,2020-02-01 0:00:00,2020-02-08 0:00:00,8,0,0,0,MXN,"3,843","20,402","2,977",0,0,0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanda Pachuca ,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2020-02-25 0:00:00,2020-02-29 0:00:00,2020-02-25 0:00:00,2020-02-29 0:00:00,5,0,0,0,MXN,"2,268","12,143","1,352",0,0,0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-25,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanda Pachuca ,2002_gicsa_explanadapachuca_pi_mkt_SEM,2002_gicsa_explanadapachuca_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2020-02-09 0:00:00,2020-02-16 0:00:00,2020-02-09 0:00:00,2020-02-16 0:00:00,8,0,0,0,MXN,"3,816","18,832","2,773",0,0,0,2002_gicsa_explanadapachuca_pi_mkt_SEM_2020-02-09,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-02 0:00:00,2020-02-01 0:00:00,30.00,3.83,"6,500.00",0.00,"25,800.00","25,800.00","25,800.00","25,800.00",0.00,3.83,,2020-01-01 0:00:00,2020-01-08 0:00:00,2020-01-02 0:00:00,2020-01-08 0:00:00,7,0,0,0,MXN,"6,351","1,738,291","2,788",0,0,0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-01-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-03 0:00:00,2020-02-01 0:00:00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-01-17 0:00:00,2020-01-24 0:00:00,2020-01-17 0:00:00,2020-01-24 0:00:00,8,0,0,0,MXN,"9,299","2,242,348","2,984",0,0,0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-01-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-03 0:00:00,2020-02-01 0:00:00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-01-09 0:00:00,2020-01-16 0:00:00,2020-01-09 0:00:00,2020-01-16 0:00:00,8,0,0,0,MXN,"9,707","2,471,747","3,560",0,0,0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-01-09,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-03 0:00:00,2020-02-02 0:00:00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-01-25 0:00:00,2020-01-31 0:00:00,2020-01-25 0:00:00,2020-01-31 0:00:00,7,0,0,0,MXN,"8,651","1,766,366","2,647",0,0,0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-01-25,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_FB,2001_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook / Instagram,FB,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-28 0:00:00,2020-02-02 0:00:00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-01 0:00:00,2020-02-08 0:00:00,2020-02-01 0:00:00,2020-02-02 0:00:00,2,0,0,0,MXN,346,"32,112",17,0,0,0,2001_gicsa_explanadapuebla_pi_mkt_FB_2020-02-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_SEM,2001_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,SEM,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,12.00,716.00,0.00,"8,600.00","8,600.00","8,600.00","8,600.00",0.00,12,,2020-01-17 0:00:00,2020-01-24 0:00:00,2020-01-17 0:00:00,2020-01-24 0:00:00,8,0,0,0,MXN,"2,324","40,420","2,738",0,0,0,2001_gicsa_explanadapuebla_pi_mkt_SEM_2020-01-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_SEM,2001_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,SEM,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-01-01 0:00:00,2020-01-08 0:00:00,2020-01-01 0:00:00,2020-01-08 0:00:00,8,0,0,0,MXN,"1,730","32,243","2,531",0,0,0,2001_gicsa_explanadapuebla_pi_mkt_SEM_2020-01-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_SEM,2001_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,SEM,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-01-25 0:00:00,2020-01-31 0:00:00,2020-01-25 0:00:00,2020-01-31 0:00:00,7,0,0,0,MXN,"1,973","42,246","2,487",0,0,0,2001_gicsa_explanadapuebla_pi_mkt_SEM_2020-01-25,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2001_gicsa_explanadapuebla_pi_mkt_SEM,2001_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,SEM,2020-01-01 0:00:00,2020-01-31 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-01-09 0:00:00,2020-01-16 0:00:00,2020-01-09 0:00:00,2020-01-16 0:00:00,8,0,0,0,MXN,"2,557","44,382","2,810",0,0,0,2001_gicsa_explanadapuebla_pi_mkt_SEM_2020-01-09,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,28.00,3.83,"6,500.00",0.00,"25,800.00","25,800.00","25,800.00","25,800.00",0.00,3.833333333,,2020-02-17 0:00:00,2020-02-24 0:00:00,2020-02-17 0:00:00,2020-02-24 0:00:00,8,0,0,0,MXN,"8,315","1,602,426","1,348",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-02-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-03-05 0:00:00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-25 0:00:00,2020-02-29 0:00:00,2020-02-25 0:00:00,2020-02-29 0:00:00,5,0,0,0,MXN,"5,639","874,410",859,0,0,0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-02-25,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-01 0:00:00,2020-02-08 0:00:00,2020-02-01 0:00:00,2020-02-08 0:00:00,8,0,0,0,MXN,"9,039","2,033,816","2,363",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-02-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-09 0:00:00,2020-02-16 0:00:00,2020-02-09 0:00:00,2020-02-16 0:00:00,8,0,0,0,MXN,"9,641","1,742,777","1,694",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-02-09,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_FB,2002_gicsa_explanadapuebla_pi_mkt_FB_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook / Instagram,FB,2020-02-01 0:00:00,2020-02-28 0:00:00,2020-02-27 0:00:00,2020-03-05 0:00:00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-03-01 0:00:00,2020-03-08 0:00:00,2020-03-01 0:00:00,2020-03-05 0:00:00,5,0,0,0,MXN,798,"108,498",220,0,0,0,2002_gicsa_explanadapuebla_pi_mkt_FB_2020-03-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,12.00,716.00,0.00,"8,600.00","8,600.00","8,600.00","8,600.00",0.00,12,,2020-02-17 0:00:00,2020-02-24 0:00:00,2020-02-17 0:00:00,2020-02-24 0:00:00,8,0,0,0,MXN,"2,377","52,134","2,567",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-01 0:00:00,2020-02-08 0:00:00,2020-02-01 0:00:00,2020-02-08 0:00:00,8,0,0,0,MXN,"2,575","53,564","3,012",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-25 0:00:00,2020-02-29 0:00:00,2020-02-25 0:00:00,2020-02-29 0:00:00,5,0,0,0,MXN,"1,530","31,078","1,522",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-25,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-09 0:00:00,2020-02-16 0:00:00,2020-02-09 0:00:00,2020-02-16 0:00:00,8,0,0,0,MXN,"2,516","47,767","2,870",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-09,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,12.00,716.00,0.00,"8,600.00","8,600.00","8,600.00","8,600.00",0.00,12,,2020-02-17 0:00:00,2020-02-24 0:00:00,2020-02-17 0:00:00,2020-02-24 0:00:00,8,0,0,0,MXN,"2,377","52,134","2,567",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-17,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-01 0:00:00,2020-02-08 0:00:00,2020-02-01 0:00:00,2020-02-08 0:00:00,8,0,0,0,MXN,"2,575","53,564","3,012",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-25 0:00:00,2020-02-29 0:00:00,2020-02-25 0:00:00,2020-02-29 0:00:00,5,0,0,0,MXN,"1,530","31,078","1,522",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-25,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,Explanada Puebla,2002_gicsa_explanadapuebla_pi_mkt_SEM,2002_gicsa_explanadapuebla_pi_mkt_SEM_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,SEM,2020-02-01 0:00:00,2020-02-28 0:00:00,2019-09-06 0:00:00,2020-03-31 0:00:00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,,2020-02-09 0:00:00,2020-02-16 0:00:00,2020-02-09 0:00:00,2020-02-16 0:00:00,8,0,0,0,MXN,"2,516","47,767","2,870",0,0,0,2002_gicsa_explanadapuebla_pi_mkt_SEM_2020-02-09,0,0,0,0,0,0,0,2020-04-22 9:49:38
GICSA,gicsa,ExplanadaPachuca,2003_gicsa_explanadapachuca_pi_mkt_FB,2003_gicsa_explanadapachuca_pi_mkt_FB_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook / Instagram,FB,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,29.00,3.67,"7,754.00",0.00,"30,100.00","30,100.00","30,100.00","30,100.00",0.00,3.666666667,,2020-03-01 0:00:00,2020-03-08 0:00:00,2020-03-02 0:00:00,2020-03-08 0:00:00,7,0,0,0,MXN,"8,539","1,177,235",983,0,0,0,2003_gicsa_explanadapachuca_pi_mkt_FB_2020-03-01,0,0,0,0,0,0,0,2020-04-22 9:49:38
