KPI
1 de mayo de 2020 - 30 de mayo de 2020
Campaña,Mes,Fecha de inicio,Fecha de finalización,Día,Género,Edad,Moneda,Costo,Impresiones,Clics,Conversiones,CPC prom.,Costo/conv.
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Sin especificar,35-44,MXN,0.00,265,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Hombre,65 o más,MXN,6.91,957,6,0.00,1.15,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-05,Hombre,25-34,MXN,46.51,55,7,0.00,6.64,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-05,Hombre,De entre 45 y 54 años,MXN,11.26,16,2,0.00,5.63,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-05,Mujer,De entre 45 y 54 años,MXN,24.32,24,4,0.00,6.08,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-05,Hombre,35-44,MXN,34.68,24,6,0.00,5.78,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-05,Sin especificar,35-44,MXN,0.00,138,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-05,Hombre,65 o más,MXN,2.00,672,1,0.00,2.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-06,Hombre,55-64,MXN,7.34,4,1,0.00,7.34,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-06,Hombre,Sin especificar,MXN,4.15,5,1,0.00,4.15,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-06,Hombre,De entre 45 y 54 años,MXN,38.05,18,5,0.00,7.61,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-06,Hombre,35-44,MXN,22.62,19,3,0.00,7.54,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-06,Sin especificar,35-44,MXN,1.11,197,1,0.00,1.11,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-06,Hombre,65 o más,MXN,2.04,658,2,0.00,1.02,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-07,Hombre,De entre 45 y 54 años,MXN,19.00,16,3,0.00,6.33,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-07,Mujer,De entre 45 y 54 años,MXN,34.04,12,5,0.00,6.81,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-07,Mujer,Sin especificar,MXN,9.77,5,1,0.00,9.77,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-07,Hombre,35-44,MXN,26.90,21,3,0.00,8.97,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-07,Sin especificar,35-44,MXN,0.00,147,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-07,Hombre,65 o más,MXN,7.92,734,5,0.00,1.58,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-08,Mujer,De entre 45 y 54 años,MXN,32.39,22,5,0.00,6.48,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-08,Hombre,Sin especificar,MXN,0.00,6,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-08,Hombre,De entre 45 y 54 años,MXN,17.97,14,2,0.00,8.98,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-08,Hombre,35-44,MXN,38.36,21,4,0.00,9.59,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-08,Sin especificar,35-44,MXN,0.82,182,1,0.00,0.82,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-08,Hombre,65 o más,MXN,2.87,831,4,0.00,0.72,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-09,Hombre,De entre 45 y 54 años,MXN,0.00,5,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-09,Hombre,35-44,MXN,19.82,30,3,0.50,6.61,39.64
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-09,Sin especificar,35-44,MXN,0.00,135,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-09,Hombre,65 o más,MXN,5.76,503,3,0.00,1.92,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-10,Hombre,25-34,MXN,36.69,32,6,0.00,6.12,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-10,Hombre,Sin especificar,MXN,9.48,2,1,0.00,9.48,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-10,Hombre,De entre 45 y 54 años,MXN,14.54,15,2,0.00,7.27,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-10,Hombre,35-44,MXN,18.70,21,3,0.00,6.23,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-10,Sin especificar,35-44,MXN,0.00,133,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-10,Hombre,65 o más,MXN,9.00,662,6,0.00,1.50,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-11,Hombre,De entre 45 y 54 años,MXN,29.17,10,4,0.00,7.29,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-11,Hombre,35-44,MXN,13.56,26,2,0.00,6.78,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-11,Sin especificar,35-44,MXN,0.00,248,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-11,Hombre,65 o más,MXN,2.95,"1,170",5,0.00,0.59,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-12,Hombre,25-34,MXN,99.06,49,13,0.00,7.62,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-12,Hombre,Sin especificar,MXN,13.28,3,2,0.00,6.64,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-12,Hombre,De entre 45 y 54 años,MXN,8.22,16,2,0.00,4.11,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-12,Hombre,35-44,MXN,26.10,32,3,0.00,8.70,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-12,Sin especificar,35-44,MXN,1.03,257,1,0.00,1.03,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-12,Hombre,65 o más,MXN,5.66,"1,132",4,0.00,1.42,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-13,Hombre,Sin especificar,MXN,0.00,3,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-13,Hombre,De entre 45 y 54 años,MXN,0.00,13,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-13,Mujer,De entre 45 y 54 años,MXN,7.89,30,2,0.00,3.94,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-13,Hombre,35-44,MXN,14.11,32,3,0.00,4.70,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-13,Sin especificar,35-44,MXN,0.00,124,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-13,Hombre,65 o más,MXN,10.23,706,5,0.00,2.05,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-14,Hombre,55-64,MXN,16.24,6,2,0.00,8.12,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-14,Hombre,25-34,MXN,32.35,49,5,0.00,6.47,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-14,Hombre,De entre 45 y 54 años,MXN,8.56,21,1,0.00,8.56,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-14,Sin especificar,35-44,MXN,0.00,92,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-14,Hombre,65 o más,MXN,4.66,634,2,0.00,2.33,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-15,Hombre,55-64,MXN,0.00,5,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-15,Hombre,De entre 45 y 54 años,MXN,20.84,16,3,0.00,6.95,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-15,Mujer,De entre 45 y 54 años,MXN,31.36,35,4,0.00,7.84,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-15,Hombre,35-44,MXN,16.03,33,2,0.00,8.02,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-15,Sin especificar,35-44,MXN,0.00,133,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-15,Hombre,65 o más,MXN,3.29,816,1,0.00,3.29,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-16,Hombre,Sin especificar,MXN,0.00,4,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-16,Hombre,De entre 45 y 54 años,MXN,11.74,19,1,0.00,11.74,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-16,Mujer,De entre 45 y 54 años,MXN,27.17,36,3,0.00,9.06,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-16,Mujer,Sin especificar,MXN,0.00,8,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-16,Hombre,35-44,MXN,49.81,27,6,0.00,8.30,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-16,Sin especificar,35-44,MXN,0.00,108,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-16,Hombre,65 o más,MXN,5.76,558,3,0.00,1.92,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-17,Hombre,25-34,MXN,21.21,56,3,0.00,7.07,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-17,Hombre,Sin especificar,MXN,13.08,4,2,0.00,6.54,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-17,Hombre,De entre 45 y 54 años,MXN,18.16,15,3,0.00,6.05,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-17,Mujer,De entre 45 y 54 años,MXN,21.71,16,3,0.00,7.24,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-17,Hombre,35-44,MXN,21.44,28,3,0.00,7.15,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-17,Sin especificar,35-44,MXN,0.00,20,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-17,Hombre,65 o más,MXN,4.17,514,3,0.00,1.39,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-18,Hombre,De entre 45 y 54 años,MXN,0.00,12,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-18,Mujer,De entre 45 y 54 años,MXN,42.22,25,6,0.00,7.04,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-18,Hombre,35-44,MXN,28.33,23,5,0.00,5.67,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-18,Sin especificar,35-44,MXN,0.00,34,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-18,Hombre,65 o más,MXN,16.40,556,9,0.00,1.82,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-19,Hombre,25-34,MXN,12.89,59,2,0.00,6.44,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-19,Hombre,De entre 45 y 54 años,MXN,34.22,22,5,0.00,6.84,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-19,Hombre,35-44,MXN,25.76,28,4,0.00,6.44,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-19,Sin especificar,35-44,MXN,0.00,29,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-19,Hombre,65 o más,MXN,7.52,800,5,0.00,1.50,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-20,Mujer,De entre 45 y 54 años,MXN,22.42,31,4,0.00,5.60,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-20,Hombre,De entre 45 y 54 años,MXN,12.48,19,2,0.00,6.24,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-20,Hombre,35-44,MXN,13.90,25,2,0.00,6.95,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-20,Sin especificar,35-44,MXN,0.00,11,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-20,Hombre,65 o más,MXN,5.66,805,6,0.00,0.94,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-21,Hombre,55-64,MXN,0.00,4,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-21,Hombre,Sin especificar,MXN,7.27,5,1,0.00,7.27,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-21,Hombre,De entre 45 y 54 años,MXN,8.34,12,1,0.00,8.34,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-21,Hombre,35-44,MXN,22.68,33,3,0.00,7.56,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-21,Sin especificar,35-44,MXN,1.74,30,1,0.00,1.74,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-21,Hombre,65 o más,MXN,17.07,949,14,0.00,1.22,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-22,Hombre,25-34,MXN,71.73,50,11,0.00,6.52,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-22,Hombre,De entre 45 y 54 años,MXN,8.56,8,1,0.00,8.56,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-22,Mujer,De entre 45 y 54 años,MXN,0.00,20,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-22,Mujer,Sin especificar,MXN,17.15,10,2,0.00,8.58,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-22,Hombre,35-44,MXN,8.64,30,1,0.00,8.64,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-22,Sin especificar,35-44,MXN,0.00,16,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-22,Hombre,65 o más,MXN,5.30,578,4,0.00,1.33,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-23,Hombre,25-34,MXN,48.76,38,7,0.00,6.97,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-23,Hombre,De entre 45 y 54 años,MXN,22.27,14,3,0.00,7.42,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-23,Hombre,35-44,MXN,40.47,20,6,0.00,6.74,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-23,Sin especificar,35-44,MXN,0.00,13,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-23,Hombre,65 o más,MXN,3.22,750,3,0.00,1.07,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-24,Hombre,55-64,MXN,0.00,3,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-24,Hombre,De entre 45 y 54 años,MXN,34.23,28,5,0.00,6.85,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-24,Sin especificar,35-44,MXN,0.00,37,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-24,Hombre,65 o más,MXN,4.58,735,4,0.00,1.15,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-25,Hombre,De entre 45 y 54 años,MXN,4.23,16,1,0.00,4.23,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-25,Hombre,35-44,MXN,7.79,24,1,0.00,7.79,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-25,Sin especificar,35-44,MXN,0.00,26,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-25,Hombre,65 o más,MXN,8.49,583,5,0.00,1.70,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-26,Hombre,De entre 45 y 54 años,MXN,17.17,25,2,0.00,8.58,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-26,Mujer,Sin especificar,MXN,5.88,11,1,0.00,5.88,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-26,Hombre,35-44,MXN,0.00,27,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-26,Sin especificar,35-44,MXN,0.00,40,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-26,Hombre,65 o más,MXN,4.45,894,4,0.00,1.11,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-27,Hombre,55-64,MXN,13.67,9,2,0.00,6.84,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-27,Hombre,25-34,MXN,59.86,64,10,0.00,5.99,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-27,Hombre,De entre 45 y 54 años,MXN,17.40,21,3,0.00,5.80,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-27,Hombre,35-44,MXN,18.26,25,3,0.00,6.09,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-27,Sin especificar,35-44,MXN,0.00,12,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-27,Hombre,65 o más,MXN,12.45,698,7,0.00,1.78,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-28,Hombre,25-34,MXN,83.72,42,13,0.00,6.44,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-28,Hombre,Sin especificar,MXN,17.26,12,2,0.00,8.63,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-28,Hombre,De entre 45 y 54 años,MXN,15.55,9,2,0.00,7.78,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-28,Hombre,35-44,MXN,36.76,33,6,0.00,6.13,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-28,Sin especificar,35-44,MXN,0.00,21,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-28,Hombre,65 o más,MXN,12.77,873,9,0.00,1.42,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-29,Mujer,De entre 45 y 54 años,MXN,16.97,36,3,0.00,5.66,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-29,Hombre,Sin especificar,MXN,0.00,10,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-29,Hombre,De entre 45 y 54 años,MXN,52.06,28,7,0.00,7.44,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-29,Hombre,35-44,MXN,24.79,44,4,0.00,6.20,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-29,Sin especificar,35-44,MXN,0.00,39,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-29,Hombre,65 o más,MXN,10.30,854,9,0.00,1.14,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-30,Hombre,55-64,MXN,8.48,16,1,0.00,8.48,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-30,Hombre,25-34,MXN,64.06,83,10,0.00,6.41,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-30,Hombre,Sin especificar,MXN,0.00,6,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-30,Hombre,De entre 45 y 54 años,MXN,36.91,26,5,0.00,7.38,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-30,Hombre,35-44,MXN,85.60,45,12,0.00,7.13,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-30,Sin especificar,35-44,MXN,0.00,28,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-30,Hombre,65 o más,MXN,25.38,739,10,0.00,2.54,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-01,Mujer,25-34,MXN,49.81,51,7,1.00,7.12,49.81
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-01,Mujer,35-44,MXN,17.59,21,3,0.00,5.86,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-01,Hombre,65 o más,MXN,16.29,7,3,0.00,5.43,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-01,Mujer,55-64,MXN,0.00,325,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-01,Mujer,65 o más,MXN,2.39,288,1,0.00,2.39,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-02,Mujer,25-34,MXN,23.89,44,4,1.00,5.97,23.89
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-02,Mujer,35-44,MXN,24.74,23,4,0.00,6.18,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-02,Mujer,55-64,MXN,1.66,311,3,0.00,0.55,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-02,Mujer,65 o más,MXN,0.00,212,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-03,Mujer,55-64,MXN,2.80,511,3,0.00,0.93,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-03,Mujer,65 o más,MXN,3.65,466,2,0.00,1.83,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-04,Mujer,35-44,MXN,21.74,19,2,0.00,10.87,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Mujer,55-64,MXN,3.87,538,3,0.00,1.29,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-04,Mujer,65 o más,MXN,8.62,479,6,0.00,1.44,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2020-05-05,Mujer,35-44,MXN,31.47,31,4,0.00,7.87,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2020-05-05,Mujer,55-64,MXN,2.39,447,3,0.00,0.80,0.00
