KPI
1 de mayo de 2020 - 30 de mayo de 2020
Campaña,Mes,Fecha de inicio,Fecha de finalización,Hora del día,Día,Dispositivo,Moneda,Costo,Impresiones,Clics,Conversiones,CPC prom.,Costo/conv.
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,10,2020-05-05,Computadoras de escritorio,MXN,19.41,50,3,0.00,6.47,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,10,2020-05-05,Dispositivos móviles,MXN,23.00,100,4,0.00,5.75,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,10,2020-05-05,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-05,Computadoras de escritorio,MXN,8.24,47,2,0.00,4.12,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-05,Dispositivos móviles,MXN,12.87,94,2,0.00,6.44,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-05,Tablets,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,12,2020-05-05,Computadoras de escritorio,MXN,4.55,16,1,0.00,4.55,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,12,2020-05-05,Dispositivos móviles,MXN,4.32,14,1,0.00,4.32,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-05,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-05,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-05,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-05,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-05,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-05,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-05,Dispositivos móviles,MXN,3.70,487,2,0.00,1.85,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-05,Tablets,MXN,0.00,4,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-05,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-05,Dispositivos móviles,MXN,0.15,329,1,0.00,0.15,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-05,Tablets,MXN,0.00,14,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-05,Dispositivos móviles,MXN,3.84,148,2,0.00,1.92,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-05,Tablets,MXN,0.00,4,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-05,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-05,Dispositivos móviles,MXN,0.00,123,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-05,Tablets,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,4,2020-05-05,Dispositivos móviles,MXN,4.16,85,2,0.00,2.08,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-05,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-05,Dispositivos móviles,MXN,0.00,177,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-05,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-05,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-05,Dispositivos móviles,MXN,0.67,274,1,0.00,0.67,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-05,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-05,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-05,Dispositivos móviles,MXN,9.26,517,6,0.00,1.54,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-05,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-05,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-05,Dispositivos móviles,MXN,1.32,605,1,0.00,1.32,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-05,Tablets,MXN,0.00,10,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-05,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-05,Dispositivos móviles,MXN,5.91,618,5,0.00,1.18,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-05,Tablets,MXN,0.00,18,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-05,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-05,Dispositivos móviles,MXN,0.97,662,2,0.00,0.49,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-05,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-05,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-05,Dispositivos móviles,MXN,8.37,564,7,0.00,1.20,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-05,Tablets,MXN,0.00,10,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-05,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-05,Dispositivos móviles,MXN,3.93,567,3,0.00,1.31,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-05,Tablets,MXN,0.00,6,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-05,Computadoras de escritorio,MXN,0.00,4,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-05,Dispositivos móviles,MXN,1.11,531,2,0.00,0.55,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-05,Tablets,MXN,0.47,6,1,0.00,0.47,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-05,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-05,Dispositivos móviles,MXN,7.13,831,7,0.00,1.02,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-05,Tablets,MXN,0.00,14,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,15,2020-05-05,Computadoras de escritorio,MXN,0.00,7,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,15,2020-05-05,Dispositivos móviles,MXN,3.21,709,4,0.00,0.80,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,15,2020-05-05,Tablets,MXN,0.00,11,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,16,2020-05-05,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,16,2020-05-05,Dispositivos móviles,MXN,6.74,713,7,0.00,0.96,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,16,2020-05-05,Tablets,MXN,0.00,10,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,17,2020-05-05,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,17,2020-05-05,Dispositivos móviles,MXN,1.45,351,1,0.00,1.45,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,17,2020-05-05,Tablets,MXN,0.00,5,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-05,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-05,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,22,2020-05-05,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,23,2020-05-05,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,23,2020-05-05,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,0,2020-05-06,Computadoras de escritorio,MXN,8.57,22,1,0.00,8.57,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,0,2020-05-06,Dispositivos móviles,MXN,0.00,197,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,0,2020-05-06,Tablets,MXN,0.00,6,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,1,2020-05-06,Computadoras de escritorio,MXN,0.00,5,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,1,2020-05-06,Dispositivos móviles,MXN,8.11,77,2,0.00,4.06,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,1,2020-05-06,Tablets,MXN,0.00,4,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2,2020-05-06,Computadoras de escritorio,MXN,0.00,8,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2,2020-05-06,Dispositivos móviles,MXN,5.37,61,1,0.00,5.37,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,2,2020-05-06,Tablets,MXN,0.00,6,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,3,2020-05-06,Computadoras de escritorio,MXN,0.00,8,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,3,2020-05-06,Dispositivos móviles,MXN,12.52,58,2,0.00,6.26,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,4,2020-05-06,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,4,2020-05-06,Dispositivos móviles,MXN,0.00,29,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,5,2020-05-06,Computadoras de escritorio,MXN,0.00,5,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,5,2020-05-06,Dispositivos móviles,MXN,0.00,13,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,6,2020-05-06,Computadoras de escritorio,MXN,0.00,6,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,6,2020-05-06,Dispositivos móviles,MXN,0.00,27,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,7,2020-05-06,Computadoras de escritorio,MXN,0.00,9,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,7,2020-05-06,Dispositivos móviles,MXN,15.97,83,2,0.00,7.98,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,7,2020-05-06,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,8,2020-05-06,Computadoras de escritorio,MXN,17.08,9,2,0.00,8.54,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,8,2020-05-06,Dispositivos móviles,MXN,13.10,127,2,0.00,6.55,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,9,2020-05-06,Computadoras de escritorio,MXN,8.26,27,1,0.00,8.26,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,9,2020-05-06,Dispositivos móviles,MXN,0.00,104,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,9,2020-05-06,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,10,2020-05-06,Computadoras de escritorio,MXN,7.73,55,1,0.00,7.73,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,10,2020-05-06,Dispositivos móviles,MXN,33.98,156,5,0.00,6.80,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,10,2020-05-06,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-06,Computadoras de escritorio,MXN,7.72,42,1,0.00,7.72,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-06,Dispositivos móviles,MXN,25.41,150,3,0.00,8.47,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,11,2020-05-06,Tablets,MXN,0.00,7,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,12,2020-05-06,Computadoras de escritorio,MXN,0.00,36,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,12,2020-05-06,Dispositivos móviles,MXN,38.32,120,5,0.00,7.66,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,12,2020-05-06,Tablets,MXN,0.00,3,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,13,2020-05-06,Computadoras de escritorio,MXN,0.00,29,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,13,2020-05-06,Dispositivos móviles,MXN,15.67,74,2,0.00,7.84,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,13,2020-05-06,Tablets,MXN,0.00,2,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,14,2020-05-06,Computadoras de escritorio,MXN,0.00,40,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,14,2020-05-06,Dispositivos móviles,MXN,22.31,71,3,0.00,7.44,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,14,2020-05-06,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,15,2020-05-06,Computadoras de escritorio,MXN,18.41,13,2,0.00,9.20,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,15,2020-05-06,Dispositivos móviles,MXN,4.90,35,1,0.00,4.90,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,15,2020-05-06,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,16,2020-05-06,Computadoras de escritorio,MXN,3.45,15,1,0.00,3.45,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,16,2020-05-06,Dispositivos móviles,MXN,12.68,25,2,0.00,6.34,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,16,2020-05-06,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-06,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-06,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,22,2020-05-06,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-06,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2002_GWEP_ParqueHacienda_PI_PFM_SEM,May 2020,2020-02-01, --,23,2020-05-06,Dispositivos móviles,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-06,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-06,Dispositivos móviles,MXN,1.05,468,1,0.00,1.05,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,0,2020-05-06,Tablets,MXN,0.00,6,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-06,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-06,Dispositivos móviles,MXN,2.41,427,2,0.00,1.21,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,1,2020-05-06,Tablets,MXN,0.00,8,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-06,Dispositivos móviles,MXN,0.00,301,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,2,2020-05-06,Tablets,MXN,0.00,14,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-06,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-06,Dispositivos móviles,MXN,0.00,257,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,3,2020-05-06,Tablets,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,4,2020-05-06,Dispositivos móviles,MXN,0.00,244,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,4,2020-05-06,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-06,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-06,Dispositivos móviles,MXN,4.03,379,4,0.00,1.01,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,5,2020-05-06,Tablets,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-06,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-06,Dispositivos móviles,MXN,0.76,586,1,0.00,0.76,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,6,2020-05-06,Tablets,MXN,0.00,6,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-06,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-06,Dispositivos móviles,MXN,5.24,984,3,0.00,1.75,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,7,2020-05-06,Tablets,MXN,0.00,7,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-06,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-06,Dispositivos móviles,MXN,9.04,"1,006",6,0.00,1.51,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,8,2020-05-06,Tablets,MXN,0.00,5,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-06,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-06,Dispositivos móviles,MXN,0.42,883,1,0.00,0.42,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,9,2020-05-06,Tablets,MXN,0.00,12,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-06,Computadoras de escritorio,MXN,0.00,3,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-06,Dispositivos móviles,MXN,12.65,647,9,0.00,1.41,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,10,2020-05-06,Tablets,MXN,0.00,5,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-06,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-06,Dispositivos móviles,MXN,6.54,533,5,0.00,1.31,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,11,2020-05-06,Tablets,MXN,0.00,5,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-06,Computadoras de escritorio,MXN,0.00,3,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-06,Dispositivos móviles,MXN,0.00,406,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,12,2020-05-06,Tablets,MXN,0.00,6,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-06,Computadoras de escritorio,MXN,0.00,0,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-06,Dispositivos móviles,MXN,3.20,461,4,0.00,0.80,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,13,2020-05-06,Tablets,MXN,0.00,14,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-06,Computadoras de escritorio,MXN,0.00,2,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-06,Dispositivos móviles,MXN,2.46,520,2,0.00,1.23,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,14,2020-05-06,Tablets,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,15,2020-05-06,Computadoras de escritorio,MXN,0.00,1,0,0.00,0.00,0.00
2003_GWEP_ParqueHacienda_PI_PFM_GDN,May 2020,2020-03-02, --,15,2020-05-06,Dispositivos móviles,MXN,2.90,614,3,0.00,0.97,0.00
