,cliente,Año-Mes,plataforma_abreviacion,inicio_reporte,fin_reporte,tipo_conversion,fuente_medio,Nombre_Campaña,llave_analytcis,conversiones,revenue,archivo
0,RadioShack,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialgoogle / 2005_rs_ppf_xbox_sem,2005_RS_PPF_XBOX_HOTSALE_23MAYO_AL_1JUNIO_SEM,,11,32098.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200528-20200528.csv
1,RadioShack,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocial_sem / 2005_rs_mercado_pago_hot_sale_sem,2005_RS_MERCADO_PAGO_HOT_SALE_SEM,,4,10936.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200528-20200528.csv
2,RadioShack,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_rs_ecom_ao_fb,2005_RS_ECOM_AO_PROMOSDELMES2_11AL21_FB,,1,399.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200528-20200528.csv
3,RadioShack,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_rs_mkt_ao_fb,2005_RS_MKT_AO_PROMOSDELMES2_11AL21_FB,,1,399.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200528-20200528.csv
4,RadioShack,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_rs_mkt_ao_fb,2005_RS_MKT_AO_RECOGEENTUAUTOGEO3TIENDAS_13AL31_FB,,1,2499.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200528-20200528.csv
5,RadioShack,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_rs_mkt_hotsale_fb,2005_RS_MKT_HOTSALE_GADGETS_22MAYO_AL_1JUNIO_FB,,1,899.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200528-20200528.csv
6,RadioShack,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_rs_ppf_xbox_fb,2005_RS_PPF_XBOX_HOTSALE_23MAYO_AL_1JUNIO_FB,,1,899.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200528-20200528.csv
7,RadioShack,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_rs_preventacitibanamex_fb,2005_RS_PREVENTACITIBANAMEX_22MAYO_FB,,1,4789.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200528-20200528.csv
0,The Home Store,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_ths_ecom_hotsale_fb,2005_THS_ECOM_HOTSALE_CAMA_23MAYO_AL_1JUNIO_FB,,1,1749.5,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.thehomestore.com.mx Conversiones asistidas 20200528-20200528.csv
0,Petco,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialsem / 2005_petco_hills_ao_sem,2005_Petco_HILLS_AO_pre-HotSale_SEM,,100,91511.21,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
1,Petco,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialsem / 2005_petco_hills_mayo_ao_sem,2005_Petco_Hills_Mayo_AO_Etapa_vida-Gato_SEM,,10,5751.34,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
2,Petco,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialsem / 2005_petco_royalcanin_hotsale_sem,2005_Petco_RoyalCanin_HotSale_Gato_SEM,,10,17526.5,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
3,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_ecomm_hotsale_fb,2005_Petco_Ecomm_HotSale_22-24_FB,,8,6522.3,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
4,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_ecomm_hotsale_fb,2005_Petco_Ecomm_HotSale_25-29_FB,,8,8317.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
5,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_ecomm_mayo_ao_fb,2005_Petco_Ecomm_Mayo_AO_Sem1_FB,,5,4487.3,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
6,Petco,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialsem / 2005_petco_fulltrust_hotsale_sem,2005_Petco_FullTrust_HotSale_SEM,,5,2253.25,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
7,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocial / 2005_petco_ecomm_hotsale_fb,2005_Petco_Ecomm_HotSale_citibanamex_FB,,4,2988.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
8,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_ecomm_mayo_ao_fb,2005_Petco_Ecomm_Mayo_AO_Sem3_FB,,4,4627.5,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
9,Petco,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialsem / 2005_petco_fulltrust_mayo_plato_sem,2005_Petco_FullTrust_Mayo_Promo-Plato_SEM,,4,3707.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
10,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_ecomm_hotsale_fb,2005_Petco_Ecomm_HotSale_22mayo-1junio_FB,,3,2078.3,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
11,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_ecomm_warming_hotsale_fb,2005_Petco_Ecomm_Warming_HotSale_FB,,3,3839.5,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
12,Petco,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialsem / 2005_petco_hills_mayo_ao_sem,2005_Petco_Hills_Mayo_AO_Etapa_vida_SEM,,3,1262.8,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
13,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_ecomm_warming_hotsale_fb,2005_Petco_Ecomm_Warming_HotSale_Video_FB,,2,2322.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
14,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_royalcanin_hotsale_fb,2005_Petco_RoyalCanin_HotSale_Perro_FB,,2,1756.25,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
15,Petco,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialsem / 2005_petco_royalcanin_hotsale_sem,2005_Petco_RoyalCanin_HotSale_Perro_SEM,,2,2011.5,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
16,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2004_petco_frontline_ao_abril_fb,2004_PETCO_FRONTLINE_AO_ABRIL_FB,,1,708.75,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
17,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_boehringer_hotsale_fb,2005_Petco_Boehringer_HotSale_FrontLine_FB,,1,292.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
18,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_ecomm_ao_fb,2005_Petco_Ecomm_AO_Sem4_FB,,1,374.0,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
19,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_hills_ao_fb,2005_Petco_HILLS_AO_pre-HotSale_FB,,1,289.5,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
20,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_hills_hotsale_fb,2005_Petco_Hills_HotSale_26al31_FB,,1,956.25,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
21,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_hills_mayo_ao_fb,2005_Petco_Hills_Mayo_AO_Etapa_vida_FB,,1,956.25,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
22,Petco,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_petco_royalcanin_hotsale_fb,2005_Petco_RoyalCanin_HotSale_Gato_FB,,1,777.3,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics All Web Site Data Conversiones asistidas 20200528-20200528.csv
0,Office Depot,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_od_ao_ecomm_trabajo_en_casa_mayo_fb,2005_OD_AO_ECOMM_TRABAJO_EN_CASA_4_AL_31_MAYO_FB,,24,81310.25,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200528-20200528.csv
1,Office Depot,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocial_fb / 2005_mkt_hot_sale_23_mayo_al_1_junio,2005_MKT_HOT_SALE,,12,58279.4,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200528-20200528.csv
2,Office Depot,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocial_fb / 2004_mkt_trabajo_en_casa_fb,2004_MKT_Trabajo_en_casa_FB,,10,22188.65,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200528-20200528.csv
3,Office Depot,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocial_fb / 2005_mkt_hot_sale_office_depot,2005_MKT_HOT_SALE,,10,34521.8,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200528-20200528.csv
4,Office Depot,Hot Sale,FB,2020-05-28,2020-05-28,Asistida,adsocialfb / 2005_od_mkt_preventa_citi_hot_sale_mayo_fb,2005_OD_MKT_PREVENTA_CITI_HOT_SALE_22_DE_MAYO_FB,,7,40234.5,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200528-20200528.csv
5,Office Depot,Hot Sale,SEM,2020-05-28,2020-05-28,Asistida,adsocialsem / 2005_od_ppf_microsoft_hot_sale_mayo_sem,2005_OD_PPF_MICROSOFT_HOT_SALE_DEL_23_MAYO_AL_1_DE_JUNIO_SEM,,6,19345.1,/home/carlos/Dropbox/ROAS 2020/2005_Mayo/Semanal/Hot Sale/28:05:2020 al 28:05:2020/Analytics www.officedepot.com.mx_ Conversiones asistidas 20200528-20200528.csv
