,cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue
1507,odcam-gt,4x40,2001_odcam-gt_4x40_pi_pfm_sem,2001_odcam-gt_4x40_pi_pfm_sem_VC2,VC2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,4x40,Google Search,2020-01-09,2020-01-12,2020-01-09 00:00:00,2020-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-09 00:00:00,2020-01-12 00:00:00,USD,151.95,6063.0,1552.0,0.0,0.0,2001_odcam-gt_4x40_pi_pfm_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
1508,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_fb,2002_odcam-gt_4x40_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Facebook,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.23,1439.0,0.0,323.84,323.84,323.84,323.84,0.0,0.23,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-06 00:00:00,2020-02-08 00:00:00,MXN,4447.55,602598.0,5434.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
1509,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_fb,2002_odcam-gt_4x40_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Facebook,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-09 00:00:00,MXN,1102.45,178559.0,1398.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0
1510,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_fb,2002_odcam-gt_4x40_pi_pfm_fb_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Facebook,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.28,1439.0,0.0,400.0,400.0,323.84,323.84,0.0,0.23,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-06 00:00:00,2020-02-08 00:00:00,MXN,4447.55,602598.0,5434.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
1511,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_fb,2002_odcam-gt_4x40_pi_pfm_fb_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Facebook,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-09 00:00:00,MXN,1102.45,178559.0,1398.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0
1512,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.7,116.0,0.0,80.96,80.96,80.96,80.96,0.0,0.7,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-06 00:00:00,2020-02-08 00:00:00,USD,51.11,2343.0,806.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0
1513,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-06 00:00:00,2020-02-08 00:00:00,USD,51.11,2343.0,806.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0
1514,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-09 00:00:00,USD,16.9,1188.0,303.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0
1515,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-09 00:00:00,USD,16.9,1188.0,303.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0
1516,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.86,116.0,0.0,100.0,100.0,80.96,80.96,0.0,0.7,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-06 00:00:00,2020-02-08 00:00:00,USD,51.11,2343.0,806.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0
1517,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_5,2020-02-01 00:00:00,2020-02-08 00:00:00,2020-02-06 00:00:00,2020-02-08 00:00:00,USD,51.11,2343.0,806.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0
1518,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-09 00:00:00,USD,16.9,1188.0,303.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0
1519,odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06,2020-02-09,2020-02-06 00:00:00,2020-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_6,2020-02-09 00:00:00,2020-02-16 00:00:00,2020-02-09 00:00:00,2020-02-09 00:00:00,USD,16.9,1188.0,303.0,0.0,0.0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0
1521,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_fb,2001_odcam-gt_50%_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Facebook,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.23,2879.0,0.0,647.68,647.68,647.68,647.68,0.0,0.23,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,MXN,2628.21,312148.0,3040.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0
1520,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_fb,2001_odcam-gt_50%_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Facebook,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-19 00:00:00,MXN,9172.27,1146115.0,8758.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
1523,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_fb,2001_odcam-gt_50%_pi_pfm_fb_VC2,VC2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Facebook,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.28,2879.0,0.0,800.0,800.0,647.68,647.68,0.0,0.23,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,MXN,2628.21,312148.0,3040.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0
1522,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_fb,2001_odcam-gt_50%_pi_pfm_fb_VC2,VC2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Facebook,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-19 00:00:00,MXN,9172.27,1146115.0,8758.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
1526,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.7,231.0,0.0,161.92,161.92,161.92,161.92,0.0,0.7,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,USD,8.38,98.0,20.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
1527,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,USD,8.38,98.0,20.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
1524,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-19 00:00:00,USD,116.79,5558.0,1192.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
1525,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-19 00:00:00,USD,116.79,5558.0,1192.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
1530,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_VC2,VC2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.86,231.0,0.0,200.0,200.0,161.92,161.92,0.0,0.7,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,USD,8.38,98.0,20.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
1531,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_VC2,VC2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_2,2020-01-09 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,2020-01-16 00:00:00,USD,8.38,98.0,20.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
1528,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_VC2,VC2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-19 00:00:00,USD,116.79,5558.0,1192.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
1529,odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_VC2,VC2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16,2020-01-19,2020-01-16 00:00:00,2020-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_3,2020-01-17 00:00:00,2020-01-24 00:00:00,2020-01-17 00:00:00,2020-01-19 00:00:00,USD,116.79,5558.0,1192.0,0.0,0.0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
1532,odcam-gt,brother,2004_odcam-gt_brother_pi_pfm_fb,2004_odcam-gt_brother_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother,Facebook,2020-04-18,2020-04-30,2020-04-21 00:00:00,2020-04-30 00:00:00,0.23,720.0,0.0,161.92,161.92,161.92,161.92,0.0,0.23,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-21 00:00:00,2020-04-24 00:00:00,MXN,1085.8,161225.0,1375.0,0.0,0.0,2004_odcam-gt_brother_pi_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0
1533,odcam-gt,brother,2004_odcam-gt_brother_pi_pfm_fb,2004_odcam-gt_brother_pi_pfm_fb_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother,Facebook,2020-04-18,2020-04-30,2020-04-21 00:00:00,2020-04-30 00:00:00,0.28,720.0,0.0,200.0,200.0,161.92,161.92,0.0,0.23,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-21 00:00:00,2020-04-24 00:00:00,MXN,1085.8,161225.0,1375.0,0.0,0.0,2004_odcam-gt_brother_pi_pfm_fb_2020-04-17,0.0,0.0,0.0,0.0,0,0
1534,odcam-gt,brother,2004_odcam-gt_brother_pi_pfm_sem,2004_odcam-gt_brother_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother,Google Search,2020-04-18,2020-04-30,2020-04-21 00:00:00,2020-04-30 00:00:00,0.7,58.0,0.0,40.48,40.48,40.48,40.48,0.0,0.7,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-21 00:00:00,2020-04-24 00:00:00,USD,14.94,190.0,25.0,0.0,0.0,2004_odcam-gt_brother_pi_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0
1535,odcam-gt,brother,2004_odcam-gt_brother_pi_pfm_sem,2004_odcam-gt_brother_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother,Google Search,2020-04-18,2020-04-30,2020-04-21 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-21 00:00:00,2020-04-24 00:00:00,USD,14.94,190.0,25.0,0.0,0.0,2004_odcam-gt_brother_pi_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0
1536,odcam-gt,brother,2004_odcam-gt_brother_pi_pfm_sem,2004_odcam-gt_brother_pi_pfm_sem_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother,Google Search,2020-04-18,2020-04-30,2020-04-21 00:00:00,2020-04-30 00:00:00,0.86,58.0,0.0,50.0,50.0,40.48,40.48,0.0,0.7,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-21 00:00:00,2020-04-24 00:00:00,USD,14.94,190.0,25.0,0.0,0.0,2004_odcam-gt_brother_pi_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0
1537,odcam-gt,brother,2004_odcam-gt_brother_pi_pfm_sem,2004_odcam-gt_brother_pi_pfm_sem_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother,Google Search,2020-04-18,2020-04-30,2020-04-21 00:00:00,2020-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_15,2020-04-17 00:00:00,2020-04-24 00:00:00,2020-04-21 00:00:00,2020-04-24 00:00:00,USD,14.94,190.0,25.0,0.0,0.0,2004_odcam-gt_brother_pi_pfm_sem_2020-04-17,0.0,0.0,0.0,0.0,0,0
1538,odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_fb,2003_odcam-gt_dell_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Facebook,2020-03-11,2020-03-12,2020-03-12 00:00:00,2020-03-31 00:00:00,0.23,4318.0,0.0,971.52,971.52,971.52,971.52,0.0,0.23,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-12 00:00:00,2020-03-16 00:00:00,MXN,8811.31,402506.0,2511.0,0.0,0.0,2003_odcam-gt_dell_pi_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
1539,odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_fb,2003_odcam-gt_dell_pi_pfm_fb_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Facebook,2020-03-11,2020-03-12,2020-03-12 00:00:00,2020-03-31 00:00:00,0.28,4318.0,0.0,1200.0,1200.0,971.52,971.52,0.0,0.23,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-12 00:00:00,2020-03-16 00:00:00,MXN,8811.31,402506.0,2511.0,0.0,0.0,2003_odcam-gt_dell_pi_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
1540,odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_sem,2003_odcam-gt_dell_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Google Search,2020-03-11,2020-03-12,2020-03-12 00:00:00,2020-03-12 00:00:00,0.7,347.0,0.0,242.88,242.88,242.88,242.88,0.0,0.7,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,USD,216.31,4554.0,506.0,0.0,0.0,2003_odcam-gt_dell_pi_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
1541,odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_sem,2003_odcam-gt_dell_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Google Search,2020-03-11,2020-03-12,2020-03-12 00:00:00,2020-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,USD,216.31,4554.0,506.0,0.0,0.0,2003_odcam-gt_dell_pi_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
1542,odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_sem,2003_odcam-gt_dell_pi_pfm_sem_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Google Search,2020-03-11,2020-03-12,2020-03-12 00:00:00,2020-03-12 00:00:00,0.86,347.0,0.0,300.0,300.0,242.88,242.88,0.0,0.7,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,USD,216.31,4554.0,506.0,0.0,0.0,2003_odcam-gt_dell_pi_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
1543,odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_sem,2003_odcam-gt_dell_pi_pfm_sem_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Google Search,2020-03-11,2020-03-12,2020-03-12 00:00:00,2020-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_10,2020-03-09 00:00:00,2020-03-16 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,USD,216.31,4554.0,506.0,0.0,0.0,2003_odcam-gt_dell_pi_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
1544,odcam-gt,encasa,2003_odcam-gt_encasa_pi_pfm_fb,2003_odcam-gt_encasa_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,encasa,Facebook,2020-03-21,2020-03-31,2020-03-23 00:00:00,2020-03-31 00:00:00,0.23,720.0,0.0,161.92,161.92,161.92,161.92,0.0,0.23,semana_11,2020-03-17 00:00:00,2020-03-24 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,MXN,404.75,69824.0,1341.0,0.0,0.0,2003_odcam-gt_encasa_pi_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
1545,odcam-gt,encasa,2003_odcam-gt_encasa_pi_pfm_fb,2003_odcam-gt_encasa_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,encasa,Facebook,2020-03-21,2020-03-31,2020-03-23 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_12,2020-03-25 00:00:00,2020-03-31 00:00:00,2020-03-25 00:00:00,2020-03-31 00:00:00,MXN,3095.25,507731.0,5115.0,0.0,0.0,2003_odcam-gt_encasa_pi_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
1546,odcam-gt,encasa,2003_odcam-gt_encasa_pi_pfm_fb,2003_odcam-gt_encasa_pi_pfm_fb_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,encasa,Facebook,2020-03-21,2020-03-31,2020-03-23 00:00:00,2020-03-31 00:00:00,0.28,720.0,0.0,200.0,200.0,161.92,161.92,0.0,0.23,semana_11,2020-03-17 00:00:00,2020-03-24 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,MXN,404.75,69824.0,1341.0,0.0,0.0,2003_odcam-gt_encasa_pi_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
1547,odcam-gt,encasa,2003_odcam-gt_encasa_pi_pfm_fb,2003_odcam-gt_encasa_pi_pfm_fb_VC1,VC1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,encasa,Facebook,2020-03-21,2020-03-31,2020-03-23 00:00:00,2020-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semana_12,2020-03-25 00:00:00,2020-03-31 00:00:00,2020-03-25 00:00:00,2020-03-31 00:00:00,MXN,3095.25,507731.0,5115.0,0.0,0.0,2003_odcam-gt_encasa_pi_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
1548,odcam-gt,encasa,2003_odcam-gt_encasa_pi_pfm_sem,2003_odcam-gt_encasa_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,encasa,Google Search,2020-03-21,2020-03-31,2020-03-23 00:00:00,2020-03-31 00:00:00,0.7,58.0,0.0,40.48,40.48,40.48,40.48,0.0,0.7,semana_11,2020-03-17 00:00:00,2020-03-24 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,USD,6.4,699.0,221.0,0.0,0.0,2003_odcam-gt_encasa_pi_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0
